cid,name,min_lang,place_id,website_url,business_status,formatted_phone_number,maps_url,municipio_id,municipio,provincia,adr_street_address,adr_postal_code,adr_locality,adr_region,adr_country_name,opening_hours_lunes,opening_hours_martes,opening_hours_miércoles,opening_hours_jueves,opening_hours_viernes,opening_hours_sábado,opening_hours_domingo,rating,reviews,photos
mimzigcjyydqmluifivmtwfjshmzvx,El Bistró,ca,ChIJNY-H5zOLoBIRUyGpNIcRoVY,,OPERATIONAL,623 11 62 61,https://www.google.com/maps/place/?q=place_id:ChIJNY-H5zOLoBIRUyGpNIcRoVY,1143,La Sénia,Cataluña,"Carrer Lleida, 10",43560,La Sénia,Tarragona,España,19:00–23:00,19:00–23:00,19:00–23:00,19:00–23:00,19:00–23:00,19:00–23:00,"9:00–12:00, 19:00–23:00",4.6,"[{'author_name': 'Marc beltran verge', 'author_url': 'https://www.google.com/maps/contrib/100932701332373204351/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVisCajc-jNBJHCPoYELoky_pBabPa8Oaf8dU-gU-VMYa-aSdla=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 1 mes', 'text': 'Muy top, lo recomiendo mucho! Comida de 10', 'time': 1752331853, 'translated': False}, {'author_name': 'juana camila quilindo alzate', 'author_url': 'https://www.google.com/maps/contrib/107419413683592817639/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVkobjfOkVlae7Ip8rI2oYlWUva-LQYh97ryebkQi0dlUkRqbni9g=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 1 mes', 'text': 'Súper delicioso, la primer vez en muchos años que me como una hamburguesa jugosa, de fantasía….\nLas patatas y el boniato de cortesía también estaba muy rico con su salcita de queso, muchas gracias por todo, las entregas a domicilio un 10/10 los chicos súper Majos, un sitio donde vale la pena comer en el pueblo de la senia', 'time': 1753111684, 'translated': False}, {'author_name': 'Natalia Marmol Vila', 'author_url': 'https://www.google.com/maps/contrib/112986874398605317118/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjXPqKmpprM1j7BWvg-_qO4sBP6iDeYKMyy6e_Ul3uvBsEiV3eFi=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 1 mes', 'text': 'He pedido dos veces para domicilio y han sido muy atentos y la comida buenisiima.', 'time': 1753168968, 'translated': False}, {'author_name': 'Sònia Hernández Martínez', 'author_url': 'https://www.google.com/maps/contrib/111369957998367369079/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjXxC37UKQDbK6LH3JR9CtHmNLaZ73ezshdpcC0rRMkRasn3so0=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'Hace 4 semanas', 'text': 'Abder es un excelente anfitrión. Nos indicó y asesoró y recomendó perfectamente. Super!! Todo buenísimo! Recomendamos 💯', 'time': 1754834715, 'translated': False}, {'author_name': 'Roemer De Swaaf', 'author_url': 'https://www.google.com/maps/contrib/108551137888987794426/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjULBlRgan3yhYwT9BHXXChjLYj3a203p4CDVi5W1WIAGhIWkZ0=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': 'Hace 1 mes', 'text': 'El taco beef que había comido no sabía a nada. Me han dado com 11 patatas fritas al lado que no es nada comparado con la foto y la puerta del baño no cerraba', 'time': 1753090434, 'translated': False}]","[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778814876642070191"">El Bistró</a>'], 'photo_reference': 'ATKogpcxe25DeIeNyWeK4KGyw072AIKmua0gqzIR7xiR7LTQngQDVaA5PRXkCIObd70P-s1h94n_SCdvj3TvcIDA_UbkkumAAMJEpGsaC4SaYmBYygpQi3mz0s2KtA7N02sVvPgR9iH4rQPWcQsdRMkDeVhjuJ9urXa30k3gkljqO60j3g5BS8lRJwMIV3SrNbrBop0dy0yozPON3BtgAhueCL1QxPeeRrfDuA8CiGZjntka2RBSnaYLageqpf9y8fJWDM5fFfUaeRxLwqFJMf4mtmvy9AKTYov27YYhEcSlucdczA', 'width': 899}, {'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100932701332373204351"">Marc beltran verge</a>'], 'photo_reference': 'ATKogpdCHjvzrxSOBlM_anrJhfHOgzjoMPfENXM6VlnNHV3yYddaRrQtiO5Ab5iL3ins_G5vnyWjpeLEqlOqmzYrhuvkPG4VbofrNIMAeioXEH0jMg0tMm0gZqEk9_bvhYkuGYYJiO7_FvxX7XR5eKEpBBTSVW29w-gJiF0Tti8eUBISdxO__zPUA0UGIRLDfYW9Q5xJgxVrzeVUk5g6oPnz2MhlzLZ5O2AdFStgcsFO5-efHefBYrVSc3TetKfge-vmyW7U5UJWtC6oP_KbGpJi6r6ymj-G5WqzIT7d6EhW5Ben3q50oNQYXOTsviN4iHZTzdk5GontoSFw4y6C3zRuOKeVYTaa3yh8wZIT-wPAvu-r5MMzKa0RM51CHpg7R2gO5SusqLaPld4arwIB0MGixLWgMdcXKk0-cnFcYySDUWUGML8QATiwdWrr5lMYGrL6', 'width': 1536}, {'height': 3600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107419413683592817639"">juana camila quilindo alzate</a>'], 'photo_reference': 'ATKogpfCm9F5aJvbSot7L6BmBhY7yfvRfxN3zvtDttwoLgVFrmPXn3vqQqn47yBeLzeJt6k321UJ7yk8IZrBFydSoG6QWU4cw5gqa_0MeNuhanzWhGJuQF3nY6eTh_NXVVXJ-JUiQCKgESqwJQvqWJrs0-kJrXiCV2HAz4RQmRvDOm_9O-WKuTdcoTPS8HlaoDeF2Ghfsegbgutfcs3GDb6mLS9fvhiS1134zGJFsgQMr410neus8W_ll7BGXtY3R5S9fF3HNVV3n7J9dZy0BP71h52oshvVxb_k4z05StC0RRy1bkaYlo183MhDzf4d7OVsXDPsxeQMvQwAqxlKVg7hE0t3q_ijMuZxa8YL6lFuz1vm-subC36nsWFI4XTe3CwiOpv-fA1VMyZ-qwav3bTPGHJdX8Ssb8-PbfoNLg-eCcDynf83JR3sgwF5HMAHNIEC', 'width': 4800}, {'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111369957998367369079"">Sònia Hernández Martínez</a>'], 'photo_reference': 'ATKogpd8vAnYZ3nXQs_au9MoS9ErVNH_n10f5vmmCAb-YHodP1ziIXoxa9kisnKerGEueeQaz4nPaDx4D-fTtqQekk99Gg_XNdq001n4Dgg81W-fsSYkfWl6VqZ9366q_foR0-C_kF_2LsW5WkSttZx1ZqHFj1ZRTw-bL95zvo_AFjObGjH025tmdY96vyjEeyq6-RlqR0rBExSZArn0uwgiBwJOWvoqfSgkwmCbJdw4dRb7CNX2psEXKxc-VSy5lpF4oDtBN8t3U8QzGLJuiDcIjwXqAgzbB4xxOEfZf8FxQUXNOntv5-sNLdlTBJJOjK7O4catGvyt90NqXeuTvJpNmI5FDwY-ydQXih1_zs9mNHhYd8pdEQ4iDyro8OaLLuo5MZWx9dWHoHgrjj-mzvYlOzSLhIsh9oeFfLphz2ggew9J9IqakQhzWbGM8dTtRjtW', 'width': 3000}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112986874398605317118"">Natalia Marmol Vila</a>'], 'photo_reference': 'ATKogpejNorTaOs7vngRGZKgCEjf1I8meJ855irVO_e_FxgVZWAxsKzI_C1BAAgHv48oVbdE0YNfD_AEsR1sFjtKbHWzzyvo2Q7dvD_pM-wCb5biBk-xtV5xPO4ICkU4tIUjTLhQvZMeZOPpeByPa0QfICuQUmk-fBo7vvZi7f4L1G8peAuIzr4jvQGt9GMBIhVafnqSIQv5n0Wax4Hu9VOlkNRJvkBvvBlEXPazvmSgmIMDnYmZuuGxrxgbRHPZ6BkktF1dNaWjQa_FD3kGokCJD2R8-n50MbV3c20yy8IQ7lLXpMbGmedn4LB2Csg2KvnTdVm6MFdx7h2aWrLUaAZrdXQTUwx9j0eZLncTK-sEo3KZLtz7w22VsDUuitl6perezSVRwZADud3LqwLOxqD7DOz-3oW3WBZ-67RAXKcxrX-fzB-UavdaQ8Fq7bVyt3Xd', 'width': 3024}, {'height': 4800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108034509653286843849"">Sáber Chelli</a>'], 'photo_reference': 'ATKogpdH70JZ6BSXtocwvrT7K6BPZ-zyoAYWhJxB1gIiXuP8w8J_Brmj0PRqkETHN_eJk47E_-udosdqBpSp2fgXodJYCNy-kI7uHvA19gMFBYxAaW_vBfSabyUtsRBXHIn-dOVPC9HvOi7qaXeRxeIUFqAN6GkxsN61x9BVLE2xP68z7FzzyhEinKD2FCOyfn0ADD0iXCEVl_S9OD2__l1LPuoIQlI4zmma3KZjwpnEJQwCgoc6bWqT4VPPZuwOJcak63aWok4MHy75VqcVmkAiJ_WQRz2e0adPoQ2srEELTcPsK-IL46KXvOo27GSpTrKh1iz8CsD7wanjHH9FjA8baYI05AsDFG6CqKOmr7evKERWhZG4GyORadkFnKiP6cFGZC_3FOiXkcQP4t0_RASq8EO0aaTsA86M1sYqRFmu_iZrg8a-SLQ5h-uPbXMsocQD', 'width': 3600}, {'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117778814876642070191"">El Bistró</a>'], 'photo_reference': 'ATKogpfuvVhiEYyWdogr6mW5DHJY_2mxYN2DSoGAKPcSnlIzurqV8oRgd4PCgRTRmZFhG7SjvQuqsy-h29ezksXl3sEthRlJ8YKG2uOv72k8E5OQ5O9nc5BRWjS7DYtys3Nl15qbwY0G-JWcdbterxhCe4p7tKd_T3u3MeexLbWKZykDW3U5NmP0oY9_4JrehcSF3F2xRcWVQPj7FAHA0_fPKXiGWztoDuFLSq8S3I97mOx4yq-P4885BU1mIirnAyFw1lR7qnyJcXyLY17XlH58uSPBt-wyWbziWucBMd0MC050eQ', 'width': 1236}, {'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100932701332373204351"">Marc beltran verge</a>'], 'photo_reference': 'ATKogpcL56pg6vyy8EAMTm3TnS-YI333CTk7yVvx6xtH9Vti_2WDKYWu5MWKi3-6eADoxqMM09hpGI4htJyspublJPFdKnXKhu2JX5LVxBjHXeJhQQehwxOVo0nP2BLgnNYAIbItgzXg3uQ7ep1Xt9g22oZ4dMC6qLjr_ZAG5EWh8LdeSTMfqcS2xorQ6ldr_Z2N9yYnMORJXm0OCNxiVLGIn5Pe2tlK_AQjFAYAUbuVIKfrN29lz9jq24Zafu2QdkM8ocGO9zlclWuReQlyIapQgeqKN1zvQwvl_pymTc9Jb8ai064dyPB2Kqt4u31BEsT905l48PTtbxjgQjujmrin5UO2jj8ZA2caCU6Pj6CX-TOLv9_Zv-XoTKuPA-5sjEf-rujikWWeZxfL8qv5fe1aMrFCiH8Dtnb7yruqU0AuMnpi7IBU-F60i4Q9unkYHw', 'width': 1536}, {'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112986874398605317118"">Natalia Marmol Vila</a>'], 'photo_reference': 'ATKogpcQIOeajKpbVmOToa908w2b6-BNJGcuDZGWLMks7UQ4_JqDGTZvH9hIEU6tPvznrK6OwnwLfVjhgMOCQOWwVLC9c_x7M5UpEvAlW_xgesBAagmVUf_eP1Z-PctozIaFlzvMJujcwPH-fTwdMQjHWE9Mq61YsXc8stP5V7lKpF-NKpbPgg-JRAd2hYdJkIGe9CZwNUwncHmHB-A2BlUWKirrobz4iCKWfYwCyncPqbh3h0GP94kYgqrUvTsjEeSJk_6u2V1JkvSsWwMyZAhmvOpjrLIrCSyrMgUJ-tqZ_glsxqCR8kPf-pZqbExJON5deLTchB6HvuIldoSp9FpwHanntPihGg8bX4i-yX8778hu2xFhbeMZhj9llgxEisYYpqP9fZhQy9CCEu_Z4rY7mTNMiwkjG84MlBYHpbXWn7iqe7Mgo7FUlhiDh4F66JeE', 'width': 2160}, {'height': 4800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107419413683592817639"">juana camila quilindo alzate</a>'], 'photo_reference': 'ATKogpe40W_rHCDbXfY9KW9yfaTzwU9JEzn5eLMBEm412y950fm36EwRttAudLHdpM7M0NWjTGNV-d2egJgxpZc6qrb_rtRPlryh5CTCrXVHPrnk3_5ZVWL3qv2EOo9RYeNYVLN8VNlmJOo6TNaPZ_ZFrihfHTdMDqoVDsU20a2yM2vzBs1_WIbYi2CHDjoiFUaAVrbkbbZfKUBMA0SejNbZbAe2BTvRGq9VOc5Nzt8PlZPgHC9G2jJG4h5h6EUIcXWCk-4Ja4U_tR0HOwmGLTA9R2fNxj4pE5IjSOENHFLbzVR4r33Yv7EDjiS5phXNWKy2KZNzRvqVhGRIFL_9FfVc6YOg87WaBBSNAi7_Up8J7JVSItFToRb32Q91OYmrYk5hpjCiLTxI39A4ipULDVVZcyfbLSBV64ez-5e5W332GVPsAkiOIS38pltpT1-Z01QF', 'width': 3600}]"
mlmpmgpnjxlhvubykzhpmrfmsgtloo,Restaurante Flash,ca,ChIJI_Hhf36LoBIRATRYl8XWau0,,OPERATIONAL,722 20 35 88,https://www.google.com/maps/place/?q=place_id:ChIJI_Hhf36LoBIRATRYl8XWau0,1143,La Sénia,Cataluña,"Carrer Tarragona, 24",43560,La Sénia,Tarragona,España,Cerrado,Cerrado,Cerrado,Cerrado,"13:00–16:00, 20:00–22:00","13:00–16:00, 20:00–22:00",13:00–16:00,4.9,"[{'author_name': 'Alex V', 'author_url': 'https://www.google.com/maps/contrib/103626712796462197526/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjW4HK92aIYkMN5Oo9kaf74avsdW0D8VoN1pRGxQSR3zpdxwh2jq=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'Hace 4 meses', 'text': 'Excelente todo:\nAtención un 10.\nComida un 10\nLugar, decoración,música , limpieza un 10\nIr a ese restaurante, no os vais a arrepentir.\nNo hice fotos de la comida  ya que estaba tan concentrada en lo buena que estaba  sólo hice fotos al inicio ❤️❤️❤️', 'time': 1745094037, 'translated': False}, {'author_name': 'Joan Antoni L M', 'author_url': 'https://www.google.com/maps/contrib/107429410102883949422/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocIpgNeoS_R9AZLLdMtjYd6HTLvyaib-0FBmNIoMgLaG_Cgj=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'Hace 3 semanas', 'text': 'Restaurante agradable. Buen servicio y buena comida. En este caso probamos el menú Flash y todo muy bueno. Tiene pocas mesas por lo que imprescindible reserva previa. El dueño súper amable y muy atento al servir. No os lo dejéis pasar si vais a La Senia', 'time': 1754929181, 'translated': False}, {'author_name': 'sonia Ventaja', 'author_url': 'https://www.google.com/maps/contrib/110904442582010031071/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocKwM3HIij241iwfmtHEZ6JENxvqrby7S45zOh3bZquXPS_aDw=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'Hace 8 meses', 'text': 'La mejor elección para hacer la celebración del bautizo de nuestro hijo. Execelente atención y mejor comida. Recomiendo visitar el restaurante si pasáis por La Sénia.\nTe sientes como en casa.', 'time': 1735424562, 'translated': False}, {'author_name': 'Jessica Mansilla', 'author_url': 'https://www.google.com/maps/contrib/106319307223329498212/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjXbDhYD67Mtu5uAYN2lV5oyj9TMuD2osOr5Eo9bJZ_AdiHbR12L=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 2 meses', 'text': 'Es la segunda vez que acudimos a este restaurante, la primera salimos encantados, profesionalidad, comida rica y de calidad… así que decidimos repetir y esta vez todavía ha sido mejor, nos vamos con la sensación de haber estado en casa… amabilidad, ambiente acogedor y un bonito detalle antes de marcharnos. Francesc gracias. Nos volveremos a encontrar pronto.', 'time': 1751812313, 'translated': False}, {'author_name': 'JMC', 'author_url': 'https://www.google.com/maps/contrib/106142084041164588044/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocIRsvENW7DwoaPDTyNWCozl1mWh-xuhTzDzeiT6Ed0v8RkwRMA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'Hace 2 años', 'text': 'Buen restaurante , habían 3 menús para elegir , nosotros elegimos el menú de 24€ , la comida muy bien presentada y de calidad , el camarero muy atento y muy profesional , si pasáis por la senia recomiendo este restaurante sin duda alguna , no os arrepentiréis , gracias.', 'time': 1692050414, 'translated': False}]","[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112916037927872654212"">Restaurante Flash</a>'], 'photo_reference': 'ATKogper7wM9oo9vCFXVJjqOMzpi068Snb89MC7tEyPz60s7LbTj4-z6SeFG_6ZVnH-3WQ6qttInHXrgMXTS80_8G1y6Spw5UfWlgKjp-A__cJd8Z_ecN_rFVkO4suc7OCHDphIqwWoFfwz4EfLGmo_xji6LWQVzwHxEGg5HQB9PYF3X8oysPtu82SK10tIsoMGjD7djf9d10YO1Fn5I9uWQJiToTV572s9r4_xsSqjGNa02wnG5MBJAt2eW8xqfXrPVvct1qug_NMUibK19KQVd6TdYPuJks_TaxDP5e1yoUrsk-A', 'width': 2302}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112352302689953091498"">Carlos V.</a>'], 'photo_reference': 'ATKogpfA_6hHijZMX7alsQgeO726QBvHRI8iraadXzQaA3N9tb3XxGUjy4UiaMMAUEYlzWcyYxB5Z7JhJ8Nc7yeYIk9MYOhTadzA1eAWg337OkKci1rwXYMlAEAY4YkTMcEV7A1uSMzieSpeJPlDkax84-kOfMY0k5ttR4UKLokFUyuMrdBsak-cUmdPz3lDd4xCtq5DjNc3Pm6JJXgOjLGJKhnKEORthZUsLr95ILxQRv6glc5lKWVi98kkGuiAlfo6e8uxq1ioVs0YGURoikrIg5HUZlLVpPxljUCTzDjR3Tk6o3ICccXfpOsLCKe7JD29Jby_JRpKfqcFAGpa2VCdFqnRRWog4ZEMRGyglFTZwiBxqJQyoKfmUyUP6-a7RK7JyU6VVzEKuZ9A0sB-6H90_UNeB534N9tBbFQxQFFsjgXeo2cN', 'width': 4032}, {'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112916037927872654212"">Restaurante Flash</a>'], 'photo_reference': 'ATKogpeO17_5d2xNmf4SqlKIsQwjEIFm6JN5FxlPsBq88rrpnlYZIbb4ILW85XIKdK28A3lTduXRvKIW7c6dlsd0J8r5X_GSOr_gSmPtje8Aijmf32h9ytMhH5iIP3m0mUhCCUmf1okBz5Ty-jW5Fnw6xcvjWH_ixVklIL8j06t80FrR3bqEw6vQmQIDi8foukof7vRrHgKm-WQJSuC27iMvFjDUMoN8WW7OifBfxWjKZCD8eeAypJ6QQKtsRY1MiJhNMyRgosDHpw-Vd5vJXQmhhg72z8njYjONs5PsICintYRHfg', 'width': 819}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106142084041164588044"">JMC</a>'], 'photo_reference': 'ATKogpf0yyh47L93xHUDL-0z3fJvJbKTZy1VWQlmMN0XpsK4zgRlN9t0HsPB0PGSY3yDEMqUMJIkdxmwR7V8OX_64LgD3xyDisoWgS5EOjEeoZdic2xP9c-n7Ekd5xQsQCGyfqIqphiLN8EzZ0Tp21-ZeHfRlpGvf7CxjqlH13l4-voun9WU6SUk6BiPoew_TJYfnI0WOZtf0mMProhfNAIPbb_-81zE-UKnwfQhllYNFTBLwJ8MagIZ9jIMlgPdIiosh1yc2PW9iXnqP49dxxlmomYKV_GWZGmsV9nHV_Pyl8tX5voE-iRgUWYB-mg20vR7SA6Cwmnd77OFw2XkCt68UN7FNpnLEKuRZ3GXYze1F9LiyyuaEU5pUu_MWDWbWY2okiX_QNmtWPVLgtQTpldtjUPnhxuWuONxjYljuTI4kuNBCg', 'width': 4000}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770233988306608031"">Ernesto</a>'], 'photo_reference': 'ATKogpeB4oEMDa8qG024PvYbTCQIHt2nm_6UTwGUIub1OGsxpDIuEGskTdLoY18ETcWHd0AMYTsf1_1_TorurOflklrC1C9AgEs2dUu2DZN2q4CcJH15rS5ydBucCLLIWQcuLtPqYjofLj9ezoQuUH4s6QLQTKyoiTSqm8ydDhHfJ8scCdjwZBMNCVvV3l3FLK-LgOGHLTF-gSP-B5hobQhDVwK3PgfaS4izOsBL9xeCJO65cwzPtTFSWTQt_hNEjXgWQGUT_LEmOB-n12EI56ZSGZL3kpjK1ax2sb76cQ1yBsbcTMPIa9ANS5sva-MtyIgqJX1Jl3ru_RVUjbNzQPkdeClHlF2Zucp0YLEfWYq-7CZ_0RndyP2ak1NMRZxKFnyBRUW_GT-KNwt02t-YLdbIQuGQlYwdINxOvetYJnCljPVWTQ', 'width': 4000}, {'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103626712796462197526"">Alex V</a>'], 'photo_reference': 'ATKogpfld5--atS50RNHTI0xOgExONjjTiAKnGVDVPEKoK8PmF86vGTMUHExhEw5XJPIUGT5KTMj5LFDUuXDeK0f8ObZI57a5es4clWLfLf-94CDh1CWYcvKAGCkZLVni-XSHgVgDtY68m1Zg05MLF4HjSwCUr56PQ_hH0AB1DM_9WjwBbywzH6-dBiUTSpTBW7ZXf1OJeQ5PVZUTlRWuQaQdnUbmeCFLyMDebtJgfgcWh7AtvxcbiqQLCG14eHiQDpSwHPIqrek13CiPG_KHc4LIN11UxF5V3QUOBlR60CEzmdReQgwgS9mfR2vQf7okULf9KpJHn9JHyxEZ1d_NoA_Kgnz8pWKXq4aDJad79QCgUrfdvlZqZPo1e-HwQg3OPO3XW6gRmPAR17WHmJ73PPlK-r5R8yztz4dVnT46Wg1ynFWBQ', 'width': 3000}, {'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107429410102883949422"">Joan Antoni L M</a>'], 'photo_reference': 'ATKogpeEabtxok3dZ3fAWnvP7m_kdifwBt1rQm0qYxOpYpt1i9fmW4iLGXVNrZ7bjhiWpBGDd0fraCNq2Rbsdnfvt8MF_UQ3JHSZ-mK9uQtqsBu5RJQhZVrkOQ0fm6Dz_Ae-hUCxXm1Y3lMMQX1OD_t-m0Svnc5zc_G63HSQcNnRTUAyXM85y4UP32oPBLWuQi2drXU2l9l02cj6hKiOeJJ-GjxBohsBqorVJeyS0g77humSlKfxAOchWPT2KtlkQGQ52TlomoXFwK5gEEMPXvHQmnJDa_g2nrwWsymWff06Lg4Q92DBPT9WdA3aDcjPE-Qhqz2Zj_iiHmS42zwTLP9uK8jgRV0GFqwGpKSKlInuYvMHXQN2huW69Z1Duj09ORhNLNAcqtqS5CGDf0hl58mvp_G0Es2dfwtHS0-k3XPDPwfsZDp19T_iNISTMp0bMdSA', 'width': 1600}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770233988306608031"">Ernesto</a>'], 'photo_reference': 'ATKogpcHz9LM89aWb2KK2nU65V5_QyV6GzIuMkTABmslK3XauqeNtyL1Mv2t47Oy-RARhCXzNY_8PXyNKLvmi9dqT9MQ9OFGmei-0y1VL4MJWqsJwNmjRrpDuU2CG3jU-A7AMnF1ZiAisv9xu19yhFO70o3A4ZV73iZ1Pr3mZxzHjjco3yCKhYxPnzlKRQWegy5KH-i7r3gZshJYyiCwlmBn5atJVaAq1XKldeSA7RDIO9M-l0AMJIbwUJVdmWOvlvrVzm1k51Qk10c1x6Tz8B50g4BEzZUOjSMol6PTvgskW8pdxrntT9S49CFqCNOgux0Vhi-hyowccg_0KZmGmYGhsxDpOhcX8QWYgcR-x9sjwk8sAthokIhmKUeglrklNcy7KMJiWPNnFBn5jbLKXu386bvKkJ9q0VztwotQbU2q9c5tPQQb', 'width': 4000}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770233988306608031"">Ernesto</a>'], 'photo_reference': 'ATKogpdIbimNYnsoh-JkltKkLca91aVYDEO1YD8oIYf9SlkqEduFmT80c8yGwWXZg84EJ-qKQbMixVjpaDc6LFdDYT8CW4WWR4BOpqW9yevzBONZs2Hub9OQdh6OuLprvSmrKwH-E4D83JtCT1UjF8FNWSgz0RDSMwQxmtIjTuzUJPXj5BZbZ5UJP0K7CwpbGBjskr8M3HD1iXSrmsEM4QBMMd02U9meb5KVo03x3uKiE2IlDZkskZYza6l_VTqbljhwFYBuYVVrdL08m_isLi6t1WHRXl0BkXooBq92wDMoenLFnArEPFp9TaMs8DD8GugmOMpTRdwkyTMoBG5OiOdI0qAGwkmMiFr6-ApRxiV2B1K8ozakpFLmDjy4Xn27OFI0vIjaMuwtQqCcV1KMczlhy_qAYsmO8tOCWlY8OXwXcUw', 'width': 4000}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770233988306608031"">Ernesto</a>'], 'photo_reference': 'ATKogpeVxGOVpnrYm8LtntQW2J43X2vbgMCXkOj-_yU8hdYkkv0RL0RpWvZvarMUBOu2p0G3Eat_QmXski6r5W-poD_n9L1Kd_x5qjBWC9JEmUWPfbfvLzEPJ_8pq1dzY0VtUkQyIQpFz21_AL6qR6jc_iuacRY9kkjTk82XC5TDGm1fxFRnGa5RvCo-tlcZx-OA5YQ09bNaJWIyasT-18pUKQ-wAx7N0kQEIGB0HoiVQLYswTYtLibr5UvlQH4-dxo7wi_fcjTNSe1frbbOWE4ZzLvRW2hscPwqyag8DMSRBkwUKWpUCx73ztCJPw7VASbdO6qu13yVeuB2zsh07UGWEPLHI29hu7CEUQja6dgkD58AprL-AFDUPHOJxDUuBLnTM8ArGSXCxKKEVPr5NPD3-jd38G6ol1Rn6jsxoO4VJqHwhrHN', 'width': 4000}]"
