cid,name,place_id,website_url,business_status,formatted_phone_number,maps_url,municipio_id,municipio,provencia,adr_street_address,adr_postal_code,adr_locality,adr_region,adr_country_name,opening_hours_lunes,opening_hours_martes,opening_hours_miércoles,opening_hours_jueves,opening_hours_viernes,opening_hours_sábado,opening_hours_domingo,rating,reviews,photos
htzsijeqmvwjbkwjzxjnjpeeckpskf,Cervecería Casa Madrile,ChIJv2UoLy4fFA0R0pYKRY6l-6k,,OPERATIONAL,667 01 21 13,https://www.google.com/maps/place/?q=place_id:ChIJv2UoLy4fFA0R0pYKRY6l-6k,2222,Torremejía,Badajoz,"Av. Extremadura, 51",06210,Torremejía,Badajoz,España,Cerrado,18:30–1:30,"9:30–16:00, 18:30–1:30","9:30–16:00, 18:30–1:30","9:30–16:00, 18:30–1:30","9:30–16:00, 18:30–1:30","9:30–16:00, 18:30–1:30",4.5,"[{'author_name': 'Constan', 'author_url': 'https://www.google.com/maps/contrib/115085454795278788659/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocKZOqVrISXWa7ObEkutg56_rJ3n_SesCHGX-KEXW2AqU3sSSw=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 8 meses', 'text': 'Hemos ido un grupo de 8 personas y hemos salido encantados. Los bocadillos estaban buenísimos y los ingredientes son de calidad, acompañados de unas aceitunas excelentes. Además, el personal súper amable. Muy recomendado y la calidad-precio fenomenal. Sin duda, en nuestra próxima visita a Extremadura volveremos.', 'time': 1735646442, 'translated': False}, {'author_name': 'María Galindo García', 'author_url': 'https://www.google.com/maps/contrib/116188474745585633442/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocICjNDRkjGryLk6wxl016SqHvdYkoAxMpM4KFn_REfhduJNuA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 1 mes', 'text': 'El dueño es todo un encanto, simpático, amable y atento. Nos atendió genial.\n\nPedimos un serranito y unas croquetas caseras. El serranito es enorme y súper bien servido, el filete enorme, jamón en todo el pan y el pimiento igual, yo aparte lo pedí con queso, y estaba buenísimo. Lo mejor, el pan es pan de verdad no de este típico precocinado. Las croquetas caseras buenísimas, las de jamón estaban increíbles súper tiernas y con unos cachos de jamón bastante grandes.\n\nPero lo mejor de todo el dueño, veníamos de Cádiz a Salamanca y súper amable nos explico un cruce algo difícil del camino ( nos ayudó mucho), y nos regaló unas botellitas de agua para el camino.\nA personas como el, se les nota que le gusta su trabajo.\n\nVolveremos seguro.', 'time': 1754295865, 'translated': False}, {'author_name': 'Keith Alexander', 'author_url': 'https://www.google.com/maps/contrib/114389998855412662282/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjUN1ArooWoGTl54PXwlrfTZhhmeF-4V47vR3Rh-HsLBN_vfSY28=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'Hace 2 semanas', 'text': 'Al estar completo el restaurante donde normalmente vamos, decidimos tomar entrar aquí.\nUn bar muy de pueblo.\nLa ración de lomo y queso, excelente. El servicio también.', 'time': 1755674731, 'translated': False}, {'author_name': 'Crisaga', 'author_url': 'https://www.google.com/maps/contrib/102424882233648629650/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVNvcd1rMofHS0RrGp_rVlfkzeteSV5VgMVPD6Remb80m7kq_4=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 1 mes', 'text': 'Comida muy rica y atención y servicio mucho mejor. Hemos parado en Torremejía , tierra de mis abuelos, de camino a nuestro destino vacacional y continúo mi viaje con mejor sabor imposible. Sin duda Casa Madrile  me confirma que la gente de Torremejía es maravillosa. Hasta la próxima.', 'time': 1754053143, 'translated': False}, {'author_name': 'Patricia Ayllon', 'author_url': 'https://www.google.com/maps/contrib/108348508473927721139/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocJqkhMMkB86mh3kRIap2OugCI0G-_TzCB4TSeUIP7fCNaXJVA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'Hace 2 años', 'text': 'Increíble!! Excelente personal y comida. Repetí los 4 días que estuve en Torremejía, mis padres todas sus vacaciones. Lo recomiendo si quieres comer bien y de calidad. La sepia tiene un 15 sobre 10 👌🏼', 'time': 1692562498, 'translated': False}]","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105445192886830719728"">Cervecería Casa Madrile</a>'], 'photo_reference': 'ATKogpe7uS_U6wLuJePJ80K7zzaqR3IWmRuXqpdkQK3F-hrzMI4aJra-mgS6eIP-fTkuURmBer_5CaAgoaVFt8uu3W-wSMsYMFj00eH5j1DITAb88KDaSXkonnkpp9ODHM3X5tJrz3K1MZvLpazuhG4jWuDHfrQX_KivJ_f2wLKr4TWbMkDVRduS0kIcjK1p3qlutY4GIM3ViS0r8qBeC1qJd7y4jXu4KKy0CbQcycC3ua2K43wDQYXXW3FBUwN4ZRz0yhtFxjeBnCRYqsfeR2ACM6922V22GCsbNsvnzzBvG7SXqw', 'width': 3000}, {'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105445192886830719728"">Cervecería Casa Madrile</a>'], 'photo_reference': 'ATKogpe4aQcYnmeeJ_Wxuj72bHGWUnCabTfmhUZo0Svv1ENmNqpcYAr18PW2BNj28eQCnJYsDXVRi1pEMo_RITT6RDHd5wvJW9k-EaQASV2wMb2-wPu93sR_NxPpymbxer1e5fmzXbkplFoL6QoJz6NZ7xKN-oSLK1_ZjbgQObR95iySwEghA_jsZJ7w6Uy4g8Cu72wQnlfO6Fp8nbbfWdPp_hc78IL5mp6HKR2zGkZVscwRM1PV458lbndk-26umC5rbQNRDv08iSwoRSJBz2b-7f7iHZ-BR8CZJW5Byq3V8iXN8g', 'width': 1600}, {'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105951845228464904604"">eric Reina</a>'], 'photo_reference': 'ATKogpfDmXS2o2Sy5NLDFC_LkmP3rp2e4QmV21T1VtBEJCtEZQ-k9Pi4viiprPrkXcBpZJ97g-A_az9A7fDX13609vY52B3xzlQr-uasYP2UWlQFANHr6DsQm4jXRt8H5UUVsUh2GbnmjIoxl9KZuaJrn1OfTfVV4evr3x7-52fegFj76s87Jswg3JK1c3DQFchM2gXP7F663F834ebbIQAVwg2hkGUNlZE8RGiIzguXKvrmRR18hrEJQtLvSjCd60ZOuxGRzyTajS0mj1Tn16fbKJCtM8f8gSr8lz08ot6WCZaz_pbcE8Q4NYg2vUbvgPvls-hdXa_BKwHHrMgJg_Gi9aoTGugpDvi-YfGbtnt4nlU8Z3xKhASIs3v3tpT_e-DKYieH5yAPoiMjam7apVwZaSs-75F6_qxDTMPy5qfHbwuA5LEvhv7sSwIGmMjmgGc-', 'width': 1600}, {'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105445192886830719728"">Cervecería Casa Madrile</a>'], 'photo_reference': 'ATKogpca62LrHqDzvrndiVu3L9uC_q5Qj13NB2BryVtWKwngrxELcNe7uAVxpKJLb3AMzD9S5tduj7r3_Cyp7uTNzjgHwdiZ_H2AHS2i1_aOqmbfZwAKDIud2Y3nQJRPIxdtMUZtTbJpmDGScQqnq9LJYsrXTDAgbnJPbJDpwZGmHk-ScWOZoARUpSRI6XzR9SCc4GD0i-pouC5r3z1HCzn7ke0JUBoDgsJn_mjFuZFc8a9tV929e-ZG0gf0P3BEa7emvz2pylixbezBdVe6NUsg7M0KV_-6woGXKn68hWRME09Rmg', 'width': 3000}, {'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117377808172340245271"">Juan Francisco Fernández Pascual</a>'], 'photo_reference': 'ATKogpeqCsgObUBTEBvDUlBZf7tfOCzDArKVk0yLNIT8_uSkCbwOv6tZd2Uod0rKCGNcz_RYal_La9AbTn35chH0BV-Iu1Z2k45bGrrUbIWarhjUMzwgA5xVVlZuBYgrd15MkdMknulh7f149_ep7EJtSFAvbXgz7QgkaGY662Y6otTFA_uRkLqNtX87eH5EgDKRUE-3Pdh7mScH72YdKxHzvrBrJR9GnCUL9WIXrvCOxQ-_xDaco6dL1ropOOpANMdTePwJY3nsnmG9G9wv-aOyO8d2ATq1N8FwhMCwjwj5luGm2UmLHeDbxqvAXbfGHGV2dc_-1LqWJGIpKAaQQ9qnsaBnJ3zOLXAdvYdTHdotM-IaZl6qtRGPxIYy0tmXS-nxLjZCDkTbKgDhw7Im4-cN7FgcLgU8C7bO44KnVXboGFHb7WaC', 'width': 4096}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102492546203323340101"">Carlos Alvencor</a>'], 'photo_reference': 'ATKogpeDxXa5zLm1pgTo229PECVVX42qEUWT4Ld10A6TMF5DCkohfWRxlmv436MaQ3z2fXMOJCYQODsHs86BtZuV6waucJU3HcMmOTqME3u4Re7yIRn-hw-lurBno4wFiFB8s7p2gMDKwunmREyAUu-UDMF2O_1d8lMyV6BunAEQP5eEaxwUiJ3AWeamAWMcjxvZnGh3XH5giIXQLKd1yDZWBquyXBEJ0ZM4TgehQlQUBB3i8IsNzAlvyQScr5SGgN2CWzvzB6lZIih0wiDjykD1l46tAVfkp4Ucpc0DlvCuzmr4WYE8YX_tp_uqTBjXbPqDHcYdjp1RFUfdwPjPoS3Vsuy1Tdz5gSv-Gcl9YVyI1cLgHVscRTuLdZZxJYWi-yXq1h1IR-QDBdqd082Sy3U9jKYowv4f30meXp2VqWi0guzVdQ', 'width': 4032}, {'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108769340743767048971"">Bob Alfrink</a>'], 'photo_reference': 'ATKogpcFj-GohFYD6VqsrRCpNvpBqjYLqvl9jiC4C6gWfkDmktoYtMP60DlfPph4hjvijFAg8GzZKA0MJFRVHFiTpssYIQy_RlewcrU8ZEqlziCWJ1Ybrwscj-g9ot6hl44-g9EmmOrnZtapq_QByy1hs_wnX_g9vLoqepdBm_zMOVi6x4Hqrg5y2Cyt3tpPd8BxSwwzs9nWoiE7_zSqD1f3M6C5STFlE0uhdqp9_kz6fxoKNbZX_S4yhDWI2D_-snIR_PQThIEh_NAorJFAEHnuk9XPOzGkylj6Sb8BBXNoTLBRPI5438qDRJleI3i0W4TAZGVjOoahew64wTTpJW0xBsPm7yoaBqw2boAZrMiEOXvLFEDNAvNY6JRTlxJHycnuhWU9lAvrF6f2oD3OGPRf8C5yLXJ-yQWqRv1u0w-ypdyxo8pn', 'width': 4032}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109177373939291520815"">José Luis Díaz Frutos</a>'], 'photo_reference': 'ATKogpeKddCUk_pQjTMDYL-Xt3Wgvg_MCxcTs9UjZsu2CO0aB9i7fM3FCDXukmWMhWgKHFkaLxtriAyJyZNEGeWQDsTVpP5KpuHnZ-v8dNHpGBHFpjYrYJQ7uwcPhS1_3TxhJSUagE_wKE9QyjdKvGeMRMee2y6aTzR6Xerz-dHCbJ4R3Y5BK696NZNzvrLnm1KAf0MEk5qpGIamtu1Bz7WxC-iqMgl8uUeXWpe2oAac2yxWs8jAk49a1SdHexLZV7NhT4t81DggxWthkXwQAZ6vBYMBngTrf0kPBJad5w9hSYQxFocaGq3RIeJpu4BF2sXCtOCEKLxRP74PiuInTCqtD-V6fPjFHZVkmNlu98EQIQjgB1_MfBXWg32J3TdojzFOfGyK-1FZPtltK2K_eNW1PTm4UFWUDOxTwa1Wh5ELAdNVFw', 'width': 4000}, {'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108294529398557599228"">Pau Serra</a>'], 'photo_reference': 'ATKogpeCJ7GOn_Nffabnc4lsUmp07PaMK8kor1ksc8e8j5kw0C3Pl4FX7o2o0Npyj78Hy8dPdhmd3lIdv5EbkOOwdGNlw_fDjFKxxWhAFOqUQQkaA3fH6MTz27owlDWgrXYHdXHvdEuU6z4V_JjrJnomjNwg7tV_DoxZc-jy8OVgz7-i_Uv3SHbbDmNoPhQu2l8Y-m1XRz3eDZrgo3FEWjojH62pQVD3MDSNFRUWDaYZiDH6pUCAwyISkyEmFOPdiaA2cm2Gs7w7qBbqaO7qk6ec-Cx9qZv6TygcTNLHwgJZ4C7AwzuHxLyei5-maHRTZgIzL7c2W3jsPeqbyal1qghfpmvrrMBdxdsjXluHpOWNrN_xioPzRgWhh_TLr_JHMGgX5b04eFtmRZzdhRnkjH02LEmxg9I-AnC6XJXVkoAVqf52VgA', 'width': 4624}, {'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105445192886830719728"">Cervecería Casa Madrile</a>'], 'photo_reference': 'ATKogpc4Xg8saYVrbjz_irKO-rHlRtLQvCZ5RqtYC_WbTCK4inHxJBHHDvc4CL_0V5t75ezLq9MoEo8BQCABKqxnT1X0n-8oMzzyBflBO5Pe_-50heetsw9FpfX85aSw-x-X4Kg9i0ZySXQFUFYLqrtQPrZjn0SiZinVrPkBvEcy2vwcKp8G6Vhb24eims4Zzgmfnrnvqgz9AuToC9fBIt664rlUysnynRUH_35FLxv1vik_Td1SGtcQHxmjX1azKl7AyNd4JqCr2Dstx3nLpZosXVFshSbyvyXES_oBU_SYJ3qNfQ', 'width': 1200}]"
seedsiilfczgowkngwidtevecsbivn,CAFÉ BAR RESTAURANTE LAS VIRTUDES,ChIJC9i7c4wfFA0Rb-z6O_8ECLw,,OPERATIONAL,664 62 67 72,https://www.google.com/maps/place/?q=place_id:ChIJC9i7c4wfFA0Rb-z6O_8ECLw,2222,Torremejía,Badajoz,"Av. Extremadura, 61",06210,Torremejía,Badajoz,España,5:30–24:00,5:30–23:00,5:30–23:00,5:30–23:00,Abierto 24 horas,Abierto 24 horas,Abierto 24 horas,,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpcXhv4a_A4ZXrV_uGFcIdk12NxNHboXGgwjsBI0ivzaw38_n6gP-t8g0r8xEXwvcuyXiQD-wny0G5bSklVcVbiF4mtXhpLEu3iqkKkY7OO4Wq8Ys3Pdb16CLzoVgFj7_txTFOAZIPVjSeApcCCZPssxTWxJsPPH862AuAqksyNUvK0fhMEyqAoxfGJ4hnPrRJnDBwqsxLz6wk2ifGlfkEH7M8uG_sxPeK_8TW4-LUmB_dEZuTT2bO90ucvmHbblJ5z8CBbz-DC9piei4uDger8K6d2MzjPrZ4sxE8vKBNCt6w', 'width': 3024}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpdAxpMBjzFjWi9IQyacYGb36ZoZR8ZePoYhZPLVnT_s5xboMhLqwXgj4Vtg7im67R_NVJpzGEJtCbDjrMCysXfyNR1FdtWa7gMD1ah1kDb5Uu61vtqFFo-Pe6ii2mlRHcUVLswUNR9MFzwA54wfTQzo02Cbmoh7QNEez8KF4QEpjQE_hKlFKGPFG_HMt4BURZsOd_fFN6Mj0iO6fUjPLEd1YdMvIr5i3j6sG4Es9lZiw1OIvj44RcwD6RVSVnadBIixyyI-u5Q3gphCpfUVkY96hAjTMUERrlwZVIu6xNyH3g', 'width': 4032}, {'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpfV8oKw8FB9Ba0lK8TLf4bfUIA7EwmpLF3rnyFG3ELjzR2MVlxmq44NN6cU953hhxjFgpCZiw7w5KUJtD4Ok0CU850horx7QtLMXm-cUch012L2U2_gE_vZDcqGk_Mv8L6zZrhz5eD0LPk8Xwk49NZul8X6X4y4y1ViF_LDX-stKNQhCNDfKh3XBAqEf179Zjx2qzGYr4p_adPxEYLbODWrncsRgjuC8olvU-Eax1x-SotV6U3CHxF5eDtcKFq0doCvSwH8X11Bkx9q_hTX97t4lw33DSKz5xD7sDg10VzNAQ', 'width': 1536}, {'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpejYFvxalSCxbcdVBdEuqg-0E331fTaDm_EDuNtxzJ6ObcQES9mTU2WsSArA0YM-DTgoJPvIwux_vh-XVStbYLQzjPR5IQMEn1PM6nI2dalzoIaz1bqBa-IQnyD6U3mbCtavFLxKfICeZhv7lbpvEcziOa7I14HbddI8H-RDIQTJLQgQ51NLJU6phq39kdOw29m2QD86MgIeMVdv5G9VHNn40v1CJXecyi23vtUyIRHM0VJ4RMmOD_P8YshCgEIi3KVznvfgtQwzkzdZ6348P8viW8wXpX450fsaOmftWuEoQ', 'width': 1536}, {'height': 983, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpfQf2AdUIYApwqTEz3M0_MDve-W-wK5SRPym81BtoiPzyxS-B_YVgHhvS7pDDKtTEFMoj2rJtsJTqdxl6QQ5DpcUtg8k2BpACwgKL9e89OYhFcdwnYtxEMv3tToTUdsWk5LdmiyD4epqxeu06dCCC1ssFp5ENrTpUf3sIMfwhGrPOhlQCX_uDHswO57K8IQdENx3MeqwakqSCZVX-gAjK6-Fzb9hqfh6o_tU-WL9P5IycEICzWcys50qEq8xku_KaiPN9WV5IPdmM74x0UgHTAXH78A1ZrMt2tl5C3KmnLc9w', 'width': 720}, {'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpdreFvyhFI8BxBRPJeYjmOLuebPMz6ZEM1flVfc4uqgUO_oKk8hm7uF-tEpHdYYcE42tdbynM9dak4aROH21wAYxLR5BaDUPnQh7bJYCJx928DN4frTALmYIAHcoOz1h3T-02WYu_V50J7JsXz7AeB4u4uruX9p0K0WJuvV5pBSDv0J4rR-WdIkJrLoVHRse3G3SxJroXPxWkbif3c6ScJB7cWEwN1Uk3gWVC8jzYPktcAVXRrXvcC3XCUE53e6H2HUmJ41px7ycyrPJdQ7Lme4KJCcYXLNlZpHKtNayPIULA', 'width': 2160}, {'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpdvOl0tI7_fJJVRZgtuep3Pz4Ea-inKYr_fQ_NIjgbR86J9vIa_qZhajE10sOzDDXSrW85J6aSpF2cGZPOvhm9a9gumuInpHUpbU0mLys2Y35yAJk-UjeXG2MlPvkhM0BhF2aNwhF9JHqJv6IQ4n__nTCcHX8eKeKIzeK3vuzXQs5LdmJ-qM1-Gf0iedu4HLbWMV4mRHUwGk5INO35pczALqoLxbIjT5VQmkVlE6iLhsUgvHyiuniUaFfsOfxyHXD7ENInBWfYyANraW1mCOpzYdlfeAhCODsnHSbmkpyblug', 'width': 1536}, {'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpe0j7HmeSh5ipp2IEwWiIJt2K9SQZ1Bqe_K9Jjc8VA1nFefmUwjW9kmIh-85Fn7JWmHEs2oC82HnIQSIoxtrmnWxdAa9phF2d68S6GfyayDl8QOdVNe3xUnOL-JLdjPqj2wlh-Sp1d3ut7seW5d8Xmak_XhPQYgjV4CMcVL_8-HfvmTIcZykMmF9uDAvwNDc9b3M-lK1C4FuUoxzyMaAGUTRrEIyY9qC_Cqm5l0g0O6ldBrgoCw2Nt7HnqCC-rKvasVnuEt8elmvZw25wmTVYDTScS6jmtP2sKLEc72TvMp3w', 'width': 1024}, {'height': 969, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpcg1O6iWG7xcuR2yXhdPCSnzw2bnNxStR-XYWNSwYuuaD0E3wS7AvocVVyt9SDA0gIrQPU-r_05Nlgr8n0ctLZVY5UkQCmh38ukidp8WpLsum26LZKiq2Xd4NDTKAw_5G8jtLZVY7Bbn38w43KwZrxrl6DJ-9hw9Ef-STzy4eJcykddTC-6ulbUTXQmdptVoVPXigHQA3LLtASsFnMRCzzDd1yQzf9FUIhCBRoJ5XJ5zGfu-x5gckTxQla9qc3MG7X8vjHD7-QqNloISW3MAKRxSnKP7AVMmFocVsL23DSH3w', 'width': 716}, {'height': 954, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113472925375264178131"">CAFÉ BAR RESTAURANTE LAS VIRTUDES</a>'], 'photo_reference': 'ATKogpdlvYCSaKqiSW6WMbMXUxIfHLAul_0ixKNaDrGssuJinOApeBueR7XngabI0VFK9JkvtK-ypMPHW5FfqgHVxIiof-RI5YbOue0_p-Wbyy8RPZKiSSzVpcUthF8si7NLB_A1s7FaNs-Qw3QLQDL6kaxxULJt0-_tWtLy7lKZFtYyl1IdOTCR4tw3sLyZcAkeL8kGmt_DejihVeMjCGStwogHDYARaumgu-Edt-LqU6X5534fRasUVBRURuf4vqVe_e8RAzixDn83Vh6ivBzUmBc_bnGWdCd6QiA_4AUQjA28LA', 'width': 718}]"
