cid,name,min_lang,place_id,website_url,business_status,formatted_phone_number,maps_url,municipio_id,municipio,provincia,adr_street_address,adr_postal_code,adr_locality,adr_region,adr_country_name,opening_hours_lunes,opening_hours_martes,opening_hours_miércoles,opening_hours_jueves,opening_hours_viernes,opening_hours_sábado,opening_hours_domingo,rating,reviews,photos
iaemibrxzchcvhnbysvuffnauahxkt,Cal Vermell Gósol. casa de menjars,ca,ChIJnwMWeyyXpRIRKaWzLSjuVtw,,OPERATIONAL,621 18 10 04,https://www.google.com/maps/place/?q=place_id:ChIJnwMWeyyXpRIRKaWzLSjuVtw,6511,Josa i Tuixén,Cataluña,"Pl. Major, 18",25716,Gósol,Lleida,España,Cerrado,Cerrado,Cerrado,11:00–17:00,11:00–17:00,11:00–17:00,11:00–17:00,4.5,"[{'author_name': 'Ernest', 'author_url': 'https://www.google.com/maps/contrib/100132992838906491247/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjXr-AGVp6EtuwuPmawn5fo0t7PAGSmqRSNnYYvg99VFJu3T_xLs=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 3 meses', 'text': 'Los mejires arroces que he probado sin ninguna duda! Un Trato familiar como si estuvieras en casa de unos amigos. Servicio atento i eficiente.\nPocos lugares existen que desde el entrante hasta el postre la excelencia de sabores y calidad del producto sea tan fantastica! Un disfrutar de principio a fin! Y encima aprecian el buen vino! El vino natural!!!\nRepetiremos tan pronto como podamos!\nSalud y buena comida!', 'time': 1748430308, 'translated': False}, {'author_name': 'susanna lópez', 'author_url': 'https://www.google.com/maps/contrib/108591210597575818462/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocKgc8482f5Yl32Xbst7ROiEsLw1MLaPxEjIa0kjlT1F2rM8vg=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'Hace 11 meses', 'text': 'Pequeño local acogedor en Gósols. Se recomienda reserva previa.\nEspecializado en arroces con variedad de ingredientes: paella de pato, de pies de cerdo, de setas, mar y montaña.\nEntrantes exquisitos.\nPostres caseros.\nPersonal amable y muy atento.\nUna experiéncia gastronómica muy recomendable.\nPrecio medio-alto.', 'time': 1726841193, 'translated': False}, {'author_name': 'Celia', 'author_url': 'https://www.google.com/maps/contrib/103988479452918761505/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocIz6no2yHszG5RH28dtppo2lAcbqVoVO6kdE9iUYBwrB1gtmw=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'Hace 1 mes', 'text': 'Muy, muy, muy bueno. Ensalada de tomate con aliño de aceite de albahaca y arroz de pato y ajos tiernos. Me quedé con ganas de probar un postre pero me lleno enseguida y no daba para más.', 'time': 1753389166, 'translated': False}, {'author_name': 'Esther Jordan', 'author_url': 'https://www.google.com/maps/contrib/107461246878838858347/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/ACg8ocJPXq8Uy88vhOLHW98gpnUq-mNIwE0WIZ6z5NseNo11ro6MUA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'Hace una semana', 'text': 'La comida en este lugar es espectacular, especialidad en arroces , y están super buenos , pero los entrantes y los postres insuperables, nos ha encantado todo, el servicio amable y atento en un lugar que parece que estés en casa , nos ha gustado tanto , que mañana nuestro último día volvemos , y solo llevan dos años', 'time': 1756128180, 'translated': False}, {'author_name': 'encarni Castilla Sanchez', 'author_url': 'https://www.google.com/maps/contrib/110696937929443183452/reviews', 'language': 'es', 'original_language': 'es', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/ALV-UjVfmJJuj9U2TWTVtwAXwE5nJBnJxLEX3Dhu75DAdU73JjpWugFeyA=s128-c0x00000000-cc-rp-mo-ba8', 'rating': 3, 'relative_time_description': 'Hace 4 años', 'text': 'Bar de platos combinados , tapas, bocadillos, todo muy bueno, céntrico, personal amable. Una pega q hay poco personal atendiendo y había mucha gente, no tuvimos que esperar para la mesa, pero si esperamos bastante para los cafés   aceptan tarjetas de crédito.', 'time': 1617465844, 'translated': False}]","[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107678134719576799088"">Anna Closas Aguilera</a>'], 'photo_reference': 'ATKogpf3ZqBvQCD70etxGr10IQSfD0rJpetnVPRderDXqW-__x1kEqj6jpRYC8pnIDQ5NMPRNJaTOV4D5NqvcwfSUHRYtYxKUybb9g6WCjlKtdrI943RgxtviJxWw6saGGmSG4l13knsQ09scJpYEq7dMtJI64qK5YuXFWNEJmJUTW3Wv_Z_etcQZC5gm-mwzTMFPCLiHuItUMdjlLBun-zhlvOnkOblT9TwJawXu47krnYam1myngQPz29UHsF3Jsn738vg-z84nb7qK8qRwvkSD3tG-OEyLr4QZ96unx_SUg4ey70nMXUl4LhC040q_Rf6H-r6MZLpOfWAQjLqdRJv16N9DuYCchRQPWU82DEYZsqvTwYBNzmDQhxMGkqQbR3M9ldrlc3TpGd-TISp0CfGLZc0hPt4HbLq5O1Uqsm4cu4B2A', 'width': 1440}, {'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117857130856525246930"">Cal Vermell Gósol. casa de menjars</a>'], 'photo_reference': 'ATKogpfIRhItJKOpY3WruJmjiFofpYGbQG0VPVRLYgtnEpQei5AiqRwIB3Sz9YiIrpVX826pQh24N6p0JXpgJHQuXLFFRJdoBxUZnIpqO0kHKbiVUwzYPPnzHs1M5dfm5BRI6stjKhWcZlB-qFdUaOKk-ZmqQG0cAFiT4ELNSBz6SSKg7C6UeCSruEEt5KTh5W6FDnq-2eyNpp-Z78R66UubPBup8b8Oq0L5i6fyZJgHBUhk9f8JDODmwrZHBTr0XmZr9cmMAs-31okodAGwYAjxps0cnGMDI73yJc5AvFMgHCVbVA', 'width': 2048}, {'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117857130856525246930"">Cal Vermell Gósol. casa de menjars</a>'], 'photo_reference': 'ATKogpdYpAX7UXAJ_wWomhw85v1c4zSHsOE-mAsIzTw1TheECfNMI_s37PNyChT9XXZ0ERmmgbz3WFOlP6kAm3DjvMGcqKkJpHh8iqOjm62hyzHgbHPPUpir5jqJVG74PO6FUyxo3vxDBucoScs0ZFn_CnWb21uJ1iyL2UsMeGr-DVlt7UZRlZCjh6C0pTJOv-wgLshfMOS65spFwquO7-apKw9cZORoJnR-Hr-hGdXOGp3_UvdfLgJbspO5kjOgyTbhi3KWTyN_3eTl68n9LgE8NeErrClXTf4luVyDGvG2mjywwA', 'width': 1536}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105158405238024005761"">Tomàs Molina</a>'], 'photo_reference': 'ATKogpezaaZM2eKoJuwpVzUv-J8U3VauScJ_H5EhTrhIlClW_gsRcyKiYLkPlHkFxu1lV6fSRiFNmM_BKTPQ08QCqjw790wvUqZZrgEwzzum5g0TmhDLMvMGhOFUUwxK0A6vGD9dBHxZJadDs2hr_nbJ6t7RZXKBZ7JQ42uYOuo6lIdXqEiCAB9Mr9v1gmwKACVXksN48qgoZNdWnPvR7h1CmRMMhGbfXDPokGGPwUFbrvoNOxuh3P4EMWfoyLsX4hhYNUKZYrBvTn0lGGK60lI99uEgBldkHt_LxsnIbcyE6-3FZPqVj5q5X6bIRjd0RtU8GXE7EhRB6pkEgWKjTepNriQUNn3WgEWBXvqchmQCyuU3-GGkAdSYLjzQbPWgi2mGTpt7wgzcstt52Sz_xedv54wjjJZc6VjT6H9cJQJ-jC3oouviNQuylq_UKRfu3wEG', 'width': 4032}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104874709439682757265"">G DM</a>'], 'photo_reference': 'ATKogpfaQnjL2szER4R5-TDdns5wN1dBRIzvIw9XouuG0YQQ2k88EcFX-k8d0rQILJ9n30FlicbKCl4ruKi3OVN7cEj1_OocrG3-J-hH3E-sQPiFTfy4R0WSyU2yUboTdCBTGao3HqJHC88sMhvwxcJLVWkGr-Btmn6GAxbmCZ7ven3WXxpipqyav9GAat1vFXjlP6PY-brvVkDKhwXk4gl0QoYOTxKmUWV3L-0AIYRN6o9ouwPH3l1QPIEX58cY-5b_NZK2oBlGeaclezvmkd-_yq5GNyGgBVlGJ2ka2bZL9T1nqx79Qc1Xnl5x8OcIdW6pK3sUExv9YPQC8Nr4OE8GCoieFDytDmoIdznUjlKyOOUsKdEL3P4lm5icdvFkEWkuwm7-BKQznStgJ9OhYaf8dzbzIrBWet0Wvu9Cd6VVHvOisuH1', 'width': 3024}, {'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117857130856525246930"">Cal Vermell Gósol. casa de menjars</a>'], 'photo_reference': 'ATKogpfhzCyIjqdFrRSBEXWEuZ3V_xNbYmfL2z0N7ADBV4zzxk7C1IJIbS2IbjE7X7-u8rahO18LLwEUXL8b3VzFKQCzC4EdktRDry80QIfO3qCoGTnjH_Bp1P7xedhb1DVhG9OeGRgIpvBM3zraR7V0Fsx8wzjxJs5e5eGDXEkbR4EYJ-Bt57crpzwk6IhyT8vmv7AdurTPbMOrTThj13jIeSnyhf5A5hLrbN3iH_69QJ0lTN83MeI07_YQefYB7dwitnUBprQT1Iwu74ORvg8N39PYaO7rOonh-hsGzlMQqQb2Zg', 'width': 2048}, {'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100950594059515932001"">Marti Rondos Casas</a>'], 'photo_reference': 'ATKogpclwH1BtmfVjGL3TuurvCvpRQyIRa8xmmxRoQOeA_TwGOjaHr5WfRkCUy-DW3ouYp-ZGe0j8-n70b-fRkbJ5RH9_LJJBN3YgPDoOxmxgEl91X9pSh_wTjHAObP9dZ4Rn3aPKSYYkykVV5lXkWJzBV4UzTBqrUuX_y7NAEkBRC9uqJpkcOZSGzBf0laiA2HT4nHKG8EJDQeIEtqc0opAUniqkWld6FPtBjBPm5neX6O07ZBhEZeC78kdlgW4iIsFbjfsmKhv02X2oPlqzLIsT9E-W6aZUfunV9KKCWuElVK2HjuwXdqcBsIi_iACY-2xlge9BkZjoNp_Bz54E4e-8MHK84GNGgCsWycUCuY64X3GJfwd6QM_bD6Y_fqqv-8x7z-cHr_CmwAuPO8NPhkWAitOQ943C3wu31Z8stA8OBpx3HRI', 'width': 3000}, {'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107678134719576799088"">Anna Closas Aguilera</a>'], 'photo_reference': 'ATKogpfzDM9gbNC0JExYawaCy78KjacTL2IoiKFPwNgSM3rFlfkjRBav8HpbRM9eY_kSkvcgrEyFiVWQ0E6BDDxb4cQTF0hRaXhkQi5p1l5N-XgboB_hShsGijL07duU5Y4J1EyVRKRiYBhTi9YH9fsLWaZa3D3rbVHJYvD5YEUDHAy7A98hDQBjwq11mGEjA3yXpZIeRU2mrYFk0dcn4yaJOEi8g03dKqlplRPyvf3x1V0uavv87-nOPAfiONCnudM050i-L8_cOE6XeNUpjWWkp8_osNN28DDoK8KwrqNku51aruQWH9B5J8WqRPCtvZdJOK4rSrN2YB14E77bKE7AE7Eeb-J9AOK6IJULQk5CStCN0768wBJRN_FpZnNlEypRXmXLUYQq84JWOjC8tf3RRoEQHUmc4X4HazmeovrdTDM', 'width': 1440}, {'height': 4800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117769420659673340301"">Pau VS</a>'], 'photo_reference': 'ATKogpch2Tc-4vYyGVYPHHRn-kCwvZPywQfFCV8ZIU4xbOK-ArBAVm16wWQwsC-mc0c90-DA4504UiAiwSdwus-hMf7Zx5OLDjNgWbyVTfKBaO04ArfXifMHSETNoV97yOXLbkbIKGajG43V3S6kKCHgiSfBa86IBtiqIy0kn-HuTAdgf95322qo8qlBDjf0Hr8wZhPB3tT1YIayiP-wr2beRwOy9koyUnCNa4W5ZEZhS87XwULHivuNY3NreanD6is3qjYQLYVzfl5OSXxV2AgPHbXBdZgwYLEAcKHAjP6hcMj1CrjKmGdhrCNxsYtVjpGOAF8HUr1d5qGA4QWWJssAKeFk7SL4LXQUqohsxZHswXK4Txqa2hJmgbW4wav1GpswTUkx0q18P3kdxqqvsAQ3j3OVSCppKrrKnzkWqm8L9emUWspqX49-POFDhXKE3_kY', 'width': 3600}, {'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108591210597575818462"">susanna lópez</a>'], 'photo_reference': 'ATKogpd5fB-quD2gYViECRPW__Yn7FSHGjfVRNdvim7cdNwrLK9S3iMZ4NoilYpENiT_63QIY04xcIjzSy1yoyYRest4WDo6jjTqyJgGQBRQ5IHSyAudw8t3o3IxDz6okhvs2pfC4-RnrHf-tjdazl7nrOFnqPfcDlLgYST3Mqnr__0KVm6JxGevBcAk9DLoIMouw5hd2M4_CxHa_oLFl0n5QGraC6ygvDTR7k-bbs-uLPFO3pzPUkKLNU2ryBOjx_U10PC0lccozXw1uY_Qht16DTT5wqfXP0woz4a4Zr3PeLaEtOLbUNxf4V6oGgB3-WtGawGIIv5BnKfUzRYCBImBmUBUOP2rTuttF0pbG_z-mtDt4T-rRs3yWG5d29j4U_TVoGkc_PVcSSTbYS2kNDUJhv5h2CeQMn7yO_QUimTU7CP3ZQ-h', 'width': 3468}]"
avawuhtbooecdjekgquakufjlaurea,Ca l amador,ca,ChIJjaycTgCXpRIRwGuVZIeYxBc,,OPERATIONAL,,https://www.google.com/maps/place/?q=place_id:ChIJjaycTgCXpRIRwGuVZIeYxBc,6511,Josa i Tuixén,Cataluña,,25717,Josa de Cadí,Lérida,España,,,,,,,,,,
