municipio_id,municipio,provincia,poblacion
1663,Frigiliana,Málaga,3392
1664,Periana,Málaga,3389
1665,Cartelle ,Ourense,3387
1666,San Esteban de Gormaz,Soria,3387
1667,Viana do Bolo ,Ourense,3382
1668,Pantón,Lugo,3377
1669,Humilladero,Málaga,3366
1670,Huévar del Aljarafe,Seville,3364
1671,"Cortes, Navarre",Navarre,3361
1672,Castejón,Navarre,3360
1673,Barreiros,Lugo,3357
1674,Ólvega,Soria,3350
1675,Villaconejos,Madrid,3350
1676,Catoira,Pontevedra,3349
1677,Daimuz,Valencia,3348
1678,Benalúa,Granada,3344
1679,Balsareny,Cataluña,3343
1680,Abadín,Lugo,3342
1681,Castropol,Asturias,3342
1682,Olmedo,Valladolid,3340
1683,Illueca,Zaragoza,3340
1684,San Sadurniño,A Coruña,3337
1685,Cabanas,A Coruña,3334
1686,Molina de Aragón,Guadalajara,3331
1687,Sant Cebrià de Vallalta,Cataluña,3328
1688,Egüés,Navarre,3314
1689,El Rubio,Seville,3313
1690,Villalba del Alcor,Huelva,3310
1691,Mesía,A Coruña,3304
1692,Jamilena,Jaén,3300
1693,Coaña,Asturias,3296
1694,Montroy,Valencia,3295
1695,Santa Susanna,Cataluña,3293
1696,Zamudio,Biscay,3290
1697,Santa Oliva,Cataluña,3287
1698,Mallén,Zaragoza,3283
1699,Alcolea del Río,Seville,3283
1700,Quijorna,Madrid,3282
1701,Baralla,Lugo,3279
1702,Orellana la Vieja,Badajoz,3278
1703,Villanueva de la Concepción,Málaga,3277
1704,Villanueva del Río Segura,Murcia,3271
1705,Alcoletge,Cataluña,3270
1706,A Pontenova,Lugo,3261
1707,Alcorisa,Teruel,3252
1708,Cebreros,Ávila,3251
1709,Murchante,Navarre,3251
1710,Simat de Valldigna,Valencia,3251
1711,Olite,Navarre,3244
1712,Burguillos del Cerro,Badajoz,3243
1713,Pepino,Toledo,3240
1714,Benavides,León,3240
1715,Pedrajas de San Esteban,Valladolid,3239
1716,Láncara,Lugo,3235
1717,Albaida del Aljarafe,Seville,3227
1718,Cabanes,Castellón,3222
1719,Ágreda,Soria,3219
1720,Saldaña,Palencia,3215
1721,Coles ,Ourense,3214
1722,Dodro,A Coruña,3213
1723,Colunga,Asturias,3205
1724,Terradillos,Salamanca,3202
1725,Losar de la Vera,Cáceres,3198
1726,Cariñena,Zaragoza,3196
1727,Móra la Nova,Cataluña,3190
1728,Cebolla,Toledo,3188
1729,Les Masies de Voltregà,Cataluña,3186
1730,Carrión de Calatrava,Ciudad Real,3183
1731,Espejo,Córdoba,3178
1732,Casasimarro,Cuenca,3169
1733,Huarte - Uharte,Navarre,3169
1734,Cigales,Valladolid,3166
1735,El Perelló,Cataluña,3155
1736,Castellar,Jaén,3154
1737,San Cristóbal de Segovia,Segovia,3153
1738,Uceda,Guadalajara,3152
1739,Moraleda de Zafayona,Granada,3140
1740,Maceda ,Ourense,3139
1741,Vilobí d'Onyar,Cataluña,3136
1742,Puebla de Guzmán,Huelva,3131
1743,Sant Salvador de Guardiola,Cataluña,3130
1744,Sant Martí Sarroca,Cataluña,3130
1745,Madroñera,Cáceres,3127
1746,Sant Julià de Vilatorta,Cataluña,3123
1747,Carballedo,Lugo,3121
1748,Torrenueva Costa,Granada,3121
1749,Corbera,Valencia,3118
1750,La Jonquera,Cataluña,3115
1751,Benamocarra,Málaga,3108
1752,Belalcázar,Córdoba,3096
1753,Maside ,Ourense,3093
1754,Alguaire,Cataluña,3093
1755,Gandesa,Cataluña,3091
1756,Casinos,Valencia,3091
1757,Los Gallardos,Almería,3078
1758,Jarandilla de la Vera,Cáceres,3077
1759,Badolatosa,Seville,3076
1760,Gádor,Almería,3074
1761,Villavieja,Castellón,3074
1762,Fuente el Fresno,Ciudad Real,3072
1763,Torralba de Calatrava,Ciudad Real,3063
1764,Vallada,Valencia,3063
1765,Navarrés,Valencia,3061
1766,Montuïri (Montuiri),"Mallorca, Balearic Islands",3061
1767,Villaviciosa de Córdoba,Córdoba,3060
1768,Banyeres del Penedès,Cataluña,3057
1769,Vall d'Alba,Castellón,3054
1770,Cadalso de los Vidrios,Madrid,3053
1771,Petra,"Mallorca, Balearic Islands",3051
1772,Pedralba,Valencia,3048
1773,Vélez de Benaudalla,Granada,3041
1774,Pontecesures,Pontevedra,3037
1775,Monterrei ,Ourense,3036
1776,Cortes de la Frontera,Málaga,3032
1777,Piles,Valencia,3031
1778,Subirats,Cataluña,3029
1779,Balanegra,Almería,3027
1780,Zahínos,Badajoz,3026
1781,Rosselló,Cataluña,3021
1782,Frades,A Coruña,3019
1783,Oia,Pontevedra,3018
1784,Monda,Málaga,3015
1785,Fuensanta de Martos,Jaén,3014
1786,La Pobla de Segur,Cataluña,3012
1787,Utrillas,Teruel,3011
1788,Sober,Lugo,3009
1789,Santa María del Páramo,León,3005
1790,Alfarràs,Cataluña,3003
1791,La Palma de Cervelló,Cataluña,3002
1792,Boborás ,Ourense,3001
1793,Zaldibar,Biscay,3000
1794,Villablanca,Huelva,2999
1795,Fuenmayor,La Rioja,2998
1796,Aroche,Huelva,2995
1797,Villanueva de Alcardete,Toledo,2992
1798,Gálvez,Toledo,2991
1799,Fasnia,"Tenerife, Santa Cruz de Tenerife",2991
1800,Castellar de la Frontera,Cádiz,2990
1801,Dueñas,Palencia,2985
1802,Cervera del Río Alhama,La Rioja,2984
1803,Portas,Pontevedra,2984
1804,Chilches,Castellón,2981
1805,Pazos de Borbén,Pontevedra,2980
1806,Miramar,Valencia,2978
1807,Zalamea la Real,Huelva,2977
1808,Fuente de Piedra,Málaga,2973
1809,Alegría-Dulantzi,Álava,2969
1810,Zizurkil,Gipuzkoa,2967
1811,Morales del Vino,Zamora,2966
1812,La Vall d'en Bas,Cataluña,2965
1813,Gallur,Zaragoza,2965
1814,Villanueva de la Reina,Jaén,2965
1815,Jalón,Alicante,2964
1816,Villanueva de los Castillejos,Huelva,2962
1817,Alonsotegi,Biscay,2959
1818,Zurgena,Almería,2953
1819,Begíjar,Jaén,2947
1820,Monistrol de Montserrat,Cataluña,2945
1821,Güéjar Sierra,Granada,2944
1822,Els Hostalets de Pierola,Cataluña,2942
1823,Vallehermoso,"La Gomera, Santa Cruz de Tenerife",2940
1824,Catadau,Valencia,2939
1825,Leitza,Navarre,2935
1826,Santa Coloma de Queralt,Cataluña,2931
1827,Calatorao,Zaragoza,2926
1828,Monterrubio de la Serena,Badajoz,2920
1829,Sant Joan les Fonts,Cataluña,2919
1830,Alcuéscar,Cáceres,2919
1831,Ayala Aiara,Álava,2918
1832,La Puebla de los Infantes,Seville,2917
1833,Cistierna,León,2903
1834,Velada,Toledo,2901
1835,Ramales de la Victoria ,Cantabria,2895
1836,Navacerrada,Madrid,2894
1837,Puebla de Sancho Pérez,Badajoz,2891
1838,Yunquera,Málaga,2877
1839,Villarejo de Órbigo,León,2877
1840,Castilleja de Guzmán,Seville,2873
1841,Getaria,Gipuzkoa,2870
1842,Castellvell del Camp,Cataluña,2869
1843,Toreno,León,2868
1844,Cànoves i Samalús,Cataluña,2863
1845,Poblete,Ciudad Real,2862
1846,La Pobla de Montornès,Cataluña,2860
1847,Mondéjar,Guadalajara,2858
1848,La Pola de Gordón,León,2856
1849,Belmez,Córdoba,2847
1850,Puente Viesgo ,Cantabria,2843
1851,Falset,Cataluña,2838
1852,Beriáin,Navarre,2836
1853,La Adrada,Ávila,2835
1854,Pegalajar,Jaén,2832
1855,Milagro,Navarre,2827
1856,Pedro Abad,Córdoba,2825
1857,Cadaqués,Cataluña,2820
1858,Pedrola,Zaragoza,2819
1859,Luque,Córdoba,2817
1860,Perales de Tajuña,Madrid,2817
1861,Bakio,Biscay,2813
1862,El Tanque,"Tenerife, Santa Cruz de Tenerife",2810
1863,Val de San Vicente ,Cantabria,2804
1864,Cañete de las Torres,Córdoba,2797
1865,Riogordo,Málaga,2795
1866,Albelda de Iregua,La Rioja,2794
1867,Nava de la Asunción,Segovia,2787
1868,Casarabonela,Málaga,2781
1869,Lourenzá,Lugo,2779
1870,Genovés,Valencia,2778
1871,Brihuega,Guadalajara,2777
1872,Horche,Guadalajara,2776
1873,Molvízar,Granada,2768
1874,Ibros,Jaén,2767
1875,Els Poblets,Alicante,2763
1876,Guarromán,Jaén,2758
1877,Calañas,Huelva,2757
1878,Villatobas,Toledo,2756
1879,Valdilecha,Madrid,2755
1880,San Martín del Tesorillo,Cádiz,2754
1881,Navas del Rey,Madrid,2751
1882,Paderne,A Coruña,2751
1883,Solana de los Barros,Badajoz,2750
1884,Vitigudino,Salamanca,2750
1885,Castañeda ,Cantabria,2744
1886,San Cristovo de Cea ,Ourense,2739
1887,Caldes d'Estrac,Cataluña,2738
1888,Mojados,Valladolid,2737
1889,Galápagos,Guadalajara,2730
1890,Sopuerta,Biscay,2721
1891,Antas de Ulla,Lugo,2719
1892,Fuentes de León,Badajoz,2718
1893,Voto ,Cantabria,2716
1894,Pozo Cañada,Albacete,2713
1895,Villarta de San Juan,Ciudad Real,2710
1896,Ponts,Cataluña,2701
1897,Santiago-Pontones,Jaén,2700
1898,Chozas de Abajo,León,2699
1899,Vallgorguina,Cataluña,2699
1900,Hondón de las Nieves,Alicante,2698
1901,Güevéjar,Granada,2693
1902,Villafranca,Navarre,2691
1903,Alcaucín,Málaga,2691
1904,Llombay,Valencia,2687
1905,Granja de Rocamora,Alicante,2686
1906,Villafranca del Bierzo,León,2679
1907,Linyola,Cataluña,2677
1908,Cervera de Pisuerga,Palencia,2674
1909,Marcilla,Navarre,2672
1910,Lobón,Badajoz,2666
1911,Lesaka,Navarre,2665
1912,Favara,Valencia,2664
1913,Navarrete,La Rioja,2660
1914,Orozko,Biscay,2658
1915,Valverde del Fresno,Cáceres,2654
1916,Campanet,"Mallorca, Balearic Islands",2654
1917,Aldeanueva de Ebro,La Rioja,2652
1918,Montbrió del Camp,Cataluña,2650
1919,Real de Gandía,Valencia,2649
1920,Carcastillo,Navarre,2646
1921,El Bonillo,Albacete,2646
1922,Martín de la Jara,Seville,2645
1923,Torrenueva,Ciudad Real,2644
1924,Berlanga,Badajoz,2637
1925,Arbo,Pontevedra,2637
1926,Setenil de las Bodegas,Cádiz,2636
1927,Toén ,Ourense,2635
1928,Fontanar,Guadalajara,2633
1929,Tijarafe,"La Palma, Santa Cruz de Tenerife",2632
1930,Gerindote,Toledo,2632
1931,Lominchar,Toledo,2632
1932,La Romana,Alicante,2632
1933,Cambil,Jaén,2631
1934,Prats de Lluçanès,Cataluña,2624
1935,Zújar,Granada,2623
1936,Deifontes,Granada,2620
1937,Aldea del Fresno,Madrid,2616
1938,Carrión de los Céspedes,Seville,2613
1939,Puntallana,"La Palma, Santa Cruz de Tenerife",2612
1940,Orgaz,Toledo,2611
1941,Cella,Teruel,2611
1942,Tielmes,Madrid,2610
1943,Avión ,Ourense,2610
1944,Masalfasar,Valencia,2609
1945,Villasequilla,Toledo,2607
1946,Salar,Granada,2602
1947,La Gineta,Albacete,2601
1948,La Garrovilla,Badajoz,2599
1949,Valdelacalzada,Badajoz,2599
1950,Oropesa,Toledo,2598
1951,Monfero,A Coruña,2595
1952,Xermade,Lugo,2595
1953,Anna,Valencia,2593
1954,Ugíjar,Granada,2572
1955,A Pobra do Brollón,Lugo,2572
1956,Bedmar y Garcíez,Jaén,2571
1957,Lerma,Burgos,2570
1958,Marinaleda,Seville,2570
1959,La Cabrera,Madrid,2570
1960,Baños de la Encina,Jaén,2565
1961,Santovenia de Pisuerga,Valladolid,2557
1962,Morcín,Asturias,2555
1963,Noja ,Cantabria,2553
1964,Cobeja,Toledo,2552
1965,Paradela,Lugo,2552
1966,Boimorto,A Coruña,2551
1967,Higuera la Real,Badajoz,2551
1968,Poliñá de Júcar,Valencia,2550
1969,A Pobra de Trives ,Ourense,2549
1970,Gurb,Cataluña,2545
1971,Falces,Navarre,2545
1972,Portillo,Valladolid,2536
1973,Villarrubia de Santiago,Toledo,2534
1974,Granja de Torrehermosa,Badajoz,2533
1975,Pals,Cataluña,2533
1976,Sant Esteve de Palautordera,Cataluña,2532
1977,Pruna,Seville,2531
1978,Herrera de Pisuerga,Palencia,2531
1979,Vilablareix,Cataluña,2529
1980,Lillo,Toledo,2528
1981,Andosilla,Navarre,2524
1982,Guadalcanal,Seville,2523
1983,Vallromanes,Cataluña,2519
1984,Almoines,Valencia,2519
1985,Ricla,Zaragoza,2518
1986,Sant Llorenç d'Hortons,Cataluña,2517
1987,Ardales,Málaga,2512
1988,El Viso,Córdoba,2511
1989,Rodeiro,Pontevedra,2509
1990,Sorbas,Almería,2504
1991,Yeste,Albacete,2504
1992,Carbonero el Mayor,Segovia,2502
1993,Manuel,Valencia,2500
1994,Monreal del Campo,Teruel,2499
1995,Valderrobres,Teruel,2498
1996,Aiguafreda,Cataluña,2498
1997,Sant Jaume dels Domenys,Cataluña,2493
1998,Morella,Castellón,2492
1999,Villamanta,Madrid,2491
2000,Menasalbas,Toledo,2489
2001,Urda,Toledo,2487
2002,Los Santos de la Humosa,Madrid,2486
2003,Guaro,Málaga,2486
2004,Fornells de la Selva,Cataluña,2479
2005,Caparroso,Navarre,2475
2006,Pelayos de la Presa,Madrid,2468
2007,Aldeanueva de la Vera,Cáceres,2463
2008,Puente la Reina Gares,Navarre,2463
2009,Valle de Abdalajís,Málaga,2461
2010,Garrovillas de Alconétar,Cáceres,2457
2011,O Incio,Lugo,2455
2012,Lezama,Biscay,2448
2013,Alfoz de Lloredo ,Cantabria,2446
2014,Chella,Valencia,2445
2015,Navalagamella,Madrid,2443
2016,Buñuel,Navarre,2442
2017,Valtierra,Navarre,2441
2018,Puebla del Duc,Valencia,2438
2019,Fustiñana,Navarre,2438
2020,Fuente-Álamo,Albacete,2438
2021,Sant Pere de Torelló,Cataluña,2436
2022,Nogueira de Ramuín ,Ourense,2435
2023,Sobrado,A Coruña,2434
2024,Mequinenza,Zaragoza,2430
2025,A Lama,Pontevedra,2430
2026,Calldetenes,Cataluña,2429
2027,San Felices de Buelna ,Cantabria,2421
2028,Villamayor de Santiago,Cuenca,2418
2029,Covelo,Pontevedra,2417
2030,Huesa,Jaén,2417
2031,Aitona,Cataluña,2415
2032,Balazote,Albacete,2412
2033,Real,Valencia,2410
2034,La Coronada,Badajoz,2409
2035,Guadiana del Caudillo,Badajoz,2406
2036,Llubí,"Mallorca, Balearic Islands",2405
2037,Torreblascopedro,Jaén,2404
2038,Agullent,Valencia,2400
2039,Castellterçol,Cataluña,2400
2040,Besalú,Cataluña,2400
2041,Bustarviejo,Madrid,2399
2042,Alfoz,Lugo,2398
2043,Almudévar,Huesca,2395
2044,Almorox,Toledo,2395
2045,Tolox,Málaga,2394
2046,Etxarri-Aranatz,Navarre,2394
2047,El Provencio,Cuenca,2393
2048,Sahagún,León,2393
2049,Siruela,Badajoz,2391
2050,Arbeca,Cataluña,2389
2051,Logrosán,Cáceres,2386
2052,Benisanó,Valencia,2385
2053,Puntagorda,"La Palma, Santa Cruz de Tenerife",2380
2054,Carrión de los Condes,Palencia,2380
2055,Aranga,A Coruña,2379
2056,Orba,Alicante,2379
2057,Dos Torres,Córdoba,2379
2058,Medellín,Badajoz,2378
2059,Ablitas,Navarre,2376
2060,O Valadouro,Lugo,2371
2061,Agolada,Pontevedra,2370
2062,Alberite,La Rioja,2369
2063,Padrenda ,Ourense,2367
2064,Paredes de Nava,Palencia,2366
2065,Sant Pere de Riudebitlles,Cataluña,2364
2066,Sant Llorenç Savall,Cataluña,2361
2067,Camprodon,Cataluña,2359
2068,Purullena,Granada,2358
2069,Guriezo ,Cantabria,2358
2070,Zuia,Álava,2357
2071,Villanueva de la Jara,Cuenca,2356
2072,Liérganes ,Cantabria,2355
2073,Beniarbeig,Alicante,2353
2074,Bell-lloc d'Urgell,Cataluña,2351
2075,Rafelguaraf,Valencia,2351
2076,Bienvenida,Badajoz,2350
2077,Ajofrín,Toledo,2346
2078,El Pla de Santa Maria,Cataluña,2344
2079,Bellvís,Cataluña,2342
2080,Funes,Navarre,2340
2081,La Puebla de Alfindén,Zaragoza,2339
2082,Espiel,Córdoba,2338
2083,Albinyana,Cataluña,2335
2084,Valdefresno,León,2332
2085,Algarinejo,Granada,2331
2086,Brozas,Cáceres,2329
2087,La Victoria,Córdoba,2328
2088,Amoeiro ,Ourense,2327
2089,Guadalupe,Cáceres,2325
2090,Almedinilla,Córdoba,2325
2091,Luchente,Valencia,2324
2092,Vilardevós ,Ourense,2324
2093,Dílar,Granada,2322
2094,Castellón de Rugat,Valencia,2322
2095,Villar del Rey,Badajoz,2322
2096,Benifairó de les Valls,Valencia,2320
2097,El Pont de Suert,Cataluña,2318
2098,Chucena,Huelva,2317
2099,Arguedas,Navarre,2317
2100,Escacena del Campo,Huelva,2315
2101,Pina de Ebro,Zaragoza,2312
2102,Mediona,Cataluña,2311
2103,Minglanilla,Cuenca,2311
2104,Cabezuela del Valle,Cáceres,2310
2105,La Codosera,Badajoz,2309
2106,Portillo de Toledo,Toledo,2308
2107,Torrelles de Foix,Cataluña,2308
2108,Carcabuey,Córdoba,2308
2109,Valencia del Ventoso,Badajoz,2307
2110,El Barco de Ávila,Ávila,2307
2111,Llorenç del Penedès,Cataluña,2306
2112,El Palmar de Troya,Seville,2306
2113,A Peroxa ,Ourense,2303
2114,Olocau,Valencia,2303
2115,O Vicedo,Lugo,2303
2116,Torres de Segre,Cataluña,2301
2117,Roa,Burgos,2298
2118,Segura de León,Badajoz,2297
2119,Loiu,Biscay,2296
2120,Las Mesas,Cuenca,2294
2121,Alpera,Albacete,2288
2122,Santiso,A Coruña,2286
2123,Amer,Cataluña,2281
2124,Benimodo,Valencia,2279
2125,Avinyó,Cataluña,2275
2126,Fines,Almería,2275
2127,Lecrín,Granada,2274
2128,Idiazabal,Gipuzkoa,2274
2129,El Cerro de Andévalo,Huelva,2267
2130,Jeresa,Valencia,2263
2131,Lobios ,Ourense,2259
2132,Folgueroles,Cataluña,2259
2133,Avià,Cataluña,2258
2134,A Merca ,Ourense,2254
2135,El Bosque,Cádiz,2249
2136,Dosbarrios,Toledo,2248
2137,Benamaurel,Granada,2247
2138,La Puerta de Segura,Jaén,2245
2139,Irurtzun,Navarre,2244
2140,Zafarraya,Granada,2239
2141,Encinas Reales,Córdoba,2238
2142,Castellet i la Gornal,Cataluña,2237
2143,Sort,Cataluña,2237
2144,Cornellà del Terri,Cataluña,2235
2145,Torregrossa,Cataluña,2235
2146,Maria de la Salut,"Mallorca, Balearic Islands",2235
2147,Santa Eugènia de Berga,Cataluña,2233
2148,Oria,Almería,2233
2149,Manzanilla,Huelva,2231
2150,Vilallonga del Camp,Cataluña,2229
2151,Castellanos de Moriscos,Salamanca,2229
2152,Chapinería,Madrid,2225
2153,Bagà,Cataluña,2225
2154,Ribamontán al Monte ,Cantabria,2223
2155,Carrizo,León,2223
2156,Valdáliga ,Cantabria,2218
2157,Vilamarín ,Ourense,2215
2158,Ossa de Montiel,Albacete,2213
2159,San Isidro,Alicante,2208
2160,Yátova,Valencia,2205
2161,Puebla de Don Fadrique,Granada,2203
2162,Jabugo,Huelva,2199
2163,Nava del Rey,Valladolid,2198
2164,Comillas ,Cantabria,2195
2165,San Mateo de Gállego,Zaragoza,2195
2166,Daroca,Zaragoza,2194
2167,Higuera de Vargas,Badajoz,2194
2168,Fitero,Navarre,2192
2169,Cuatretonda,Valencia,2190
2170,Ceclavín,Cáceres,2189
2171,L'Esquirol,Cataluña,2188
2172,La Pobla de Claramunt,Cataluña,2186
2173,El Hoyo de Pinares,Ávila,2184
2174,Arroyo del Ojanco,Jaén,2183
2175,Puente de Génave,Jaén,2180
2176,Navaluenga,Ávila,2177
2177,Salvaleón,Badajoz,2177
2178,Los Navalmorales,Toledo,2175
2179,Bellvei,Cataluña,2174
2180,Sant Joan (San Juan),"Mallorca, Balearic Islands",2173
2181,Loriguilla,Valencia,2171
2182,Piedralaves,Ávila,2166
2183,La Pueblanueva,Toledo,2164
2184,Vilamartín de Valdeorras ,Ourense,2164
2185,San Leonardo de Yagüe,Soria,2158
2186,Arcas,Cuenca,2155
2187,Montánchez,Cáceres,2153
2188,Serón,Almería,2150
2189,Villafranca del Cid,Castellón,2148
2190,Riudarenes,Cataluña,2148
2191,La Guardia,Toledo,2148
2192,Sant Quirze de Besora,Cataluña,2148
2193,Villarrasa,Huelva,2144
2194,Riaza,Segovia,2144
2195,Viso del Marqués,Ciudad Real,2143
2196,Almoharín,Cáceres,2142
2197,Albatàrrec,Cataluña,2139
2198,Alfoz de Quintanadueñas,Burgos,2139
2199,Sant Pere Pescador,Cataluña,2138
2200,El Palau d'Anglesola,Cataluña,2135
2201,Aia,Gipuzkoa,2135
2202,Cervantes,Lugo,2135
2203,Alozaina,Málaga,2127
2204,Mazcuerras ,Cantabria,2125
2205,Maella,Zaragoza,2123
2206,Madrigalejo,Cáceres,2122
2207,Navaconcejo,Cáceres,2122
2208,Valle del Zalabí,Granada,2118
2209,Bande ,Ourense,2116
2210,Fresno de Torote,Madrid,2115
2211,Cabañas de la Sagra,Toledo,2112
2212,Siles,Jaén,2108
2213,Quinto,Zaragoza,2108
2214,Jacarilla,Alicante,2108
2215,Cilleros,Cáceres,2102
2216,Aliseda,Cáceres,2101
2217,Sant Quintí de Mediona,Cataluña,2101
2218,Cuadros,León,2099
2219,Arnuero ,Cantabria,2098
2220,Cogollos de la Vega,Granada,2097
2221,Anoeta,Gipuzkoa,2092
2222,Torremejía,Badajoz,2091
2223,Obejo,Córdoba,2090
2224,Benasque,Huesca,2088
2225,Cenicero,La Rioja,2084
2226,Penagos ,Cantabria,2083
2227,Antzuola,Gipuzkoa,2082
2228,Valderrubio,Granada,2078
2229,Les Borges del Camp,Cataluña,2077
2230,El Pedroso,Seville,2075
2231,Bellver de Cerdanya,Cataluña,2075
2232,Cadreita,Navarre,2074
2233,Beniparrell,Valencia,2074
2234,Samos,Lugo,2073
2235,Puigpunyent,"Mallorca, Balearic Islands",2073
2236,La Granada,Cataluña,2073
2237,Santovenia de la Valdoncina,León,2072
2238,San Román de los Montes,Toledo,2072
2239,Usagre,Badajoz,2072
2240,Pol,Lugo,2072
2241,La Cellera de Ter,Cataluña,2071
2242,Santo Tomé,Jaén,2071
2243,Alajeró,"La Gomera, Santa Cruz de Tenerife",2066
2244,Campos del Río,Murcia,2064
2245,Aguadulce,Seville,2064
2246,Santa Olalla del Cala,Huelva,2061
2247,Ullastrell,Cataluña,2056
2248,Larrabetzu,Biscay,2056
2249,Corvera de Toranzo ,Cantabria,2055
2250,Cualedro ,Ourense,2049
2251,Valldemossa,"Mallorca, Balearic Islands",2047
2252,Fuenlabrada de los Montes,Badajoz,2046
2253,Puebla de Obando,Badajoz,2045
2254,Legutiano,Álava,2043
2255,Alconchel,Badajoz,2042
2256,Montealegre del Castillo,Albacete,2041
2257,Cuarte de Huerva,Zaragoza,2041
2258,Alange,Badajoz,2038
2259,Portomarín,Lugo,2035
2260,Crecente,Pontevedra,2032
2261,El Casar de Escalona,Toledo,2032
2262,Venturada,Madrid,2032
2263,Fuente la Higuera,Valencia,2031
2264,Montejícar,Granada,2030
2265,El Pinar,"El Hierro, Santa Cruz de Tenerife",2027
2266,Riudellots de la Selva,Cataluña,2026
2267,Benferri,Alicante,2023
2268,Castellgalí,Cataluña,2022
2269,El Barraco,Ávila,2022
2270,El Campillo,Huelva,2019
2271,Fiñana,Almería,2018
2272,Cálig,Castellón,2013
2273,Ateca,Zaragoza,2012
2274,Brea de Aragón,Zaragoza,2011
2275,Ezcaray,La Rioja,2010
2276,Villalón de Campos,Valladolid,2008
2277,Mendaro,Gipuzkoa,2008
2278,Grazalema,Cádiz,2007
2279,Vega de Espinareda,León,2005
2280,Corcubión,A Coruña,2002
2281,Cazalegas,Toledo,2000
2282,Villar del Olmo,Madrid,1997
2283,Barlovento,"La Palma, Santa Cruz de Tenerife",1992
2284,El Bruc,Cataluña,1991
2285,Grañén,Huesca,1990
2286,Viñuela,Málaga,1989
2287,Salas de los Infantes,Burgos,1988
2288,Pueblonuevo del Guadiana,Badajoz,1987
2289,Bareyo ,Cantabria,1987
2290,San Mateo,Castellón,1987
2291,Quel,La Rioja,1986
2292,Callús,Cataluña,1985
2293,Meruelo ,Cantabria,1985
2294,Cenicientos,Madrid,1984
2295,Fuentidueña de Tajo,Madrid,1980
2296,Villanueva Mesía,Granada,1980
2297,Artana,Castellón,1980
2298,Batea,Cataluña,1975
2299,Sant Vicenç de Torelló,Cataluña,1975
2300,Bóveda,Lugo,1974
2301,Torre del Bierzo,León,1971
2302,Larraga,Navarre,1969
2303,Candamo,Asturias,1969
2304,Castril,Granada,1969
2305,Valdeganga,Albacete,1968
2306,Tembleque,Toledo,1967
2307,Jabalquinto,Jaén,1964
2308,Oliva de Mérida,Badajoz,1963
2309,Covaleda,Soria,1961
2310,Albalate del Arzobispo,Teruel,1959
2311,Los Navalucillos,Toledo,1956
2312,Galisteo,Cáceres,1955
2313,Marines,Valencia,1955
2314,Vélez-Blanco,Almería,1952
2315,Villanueva de la Vera,Cáceres,1951
2316,Garafía,"La Palma, Santa Cruz de Tenerife",1949
2317,Onzonilla,León,1945
2318,Huétor de Santillán,Granada,1944
2319,Hermigua,"La Gomera, Santa Cruz de Tenerife",1943
2320,Cabrales,Asturias,1941
2321,Carabaña,Madrid,1940
2322,Ramirás ,Ourense,1938
2323,Cabezón de Pisuerga,Valladolid,1936
2324,Monturque,Córdoba,1935
2325,Almargen,Málaga,1931
2326,Castrelo de Miño ,Ourense,1928
2327,Salvatierra de los Barros,Badajoz,1927
2328,Villanueva de la Fuente,Ciudad Real,1926
2329,O Páramo,Lugo,1925
2330,Zorita,Cáceres,1925
2331,Almáchar,Málaga,1921
2332,Ontur,Albacete,1917
2333,Villafamés,Castellón,1915
2334,Selaya ,Cantabria,1915
2335,Oímbra ,Ourense,1915
2336,Doñinos de Salamanca,Salamanca,1911
2337,Riós ,Ourense,1907
2338,Lerín,Navarre,1902
2339,Mañón,A Coruña,1898
2340,Villaseca de la Sagra,Toledo,1895
2341,Agoitz,Navarre,1892
2342,La Muela,Zaragoza,1889
2343,Irura,Gipuzkoa,1888
2344,Vallfogona de Balaguer,Cataluña,1888
2345,Muros de Nalón,Asturias,1887
2346,Seròs,Cataluña,1887
2347,Boecillo,Valladolid,1884
2348,La Malahá,Granada,1881
2349,Villaralbo,Zamora,1880
2350,Villagonzalo Pedernales,Burgos,1879
2351,Barrax,Albacete,1877
2352,Vinyols i els Arcs,Cataluña,1872
2353,Beniarjó,Valencia,1872
2354,Oliana,Cataluña,1870
2355,Carballeda de Valdeorras ,Ourense,1870
2356,Navia de Suarna,Lugo,1869
2357,Serradilla,Cáceres,1864
2358,El Carpio de Tajo,Toledo,1863
2359,La Iruela,Jaén,1861
2360,Navalcán,Toledo,1861
2361,Peralada,Cataluña,1859
2362,Alforja,Cataluña,1859
2363,Ribes de Freser,Cataluña,1859
2364,La Torre de Esteban Hambrán,Toledo,1859
2365,Buitrago del Lozoya,Madrid,1854
2366,Vilaflor de Chasna,"Tenerife, Santa Cruz de Tenerife",1850
2367,Fuencaliente de la Palma,"La Palma, Santa Cruz de Tenerife",1849
2368,Riosa,Asturias,1848
2369,Tejeda,"Gran Canaria, Las Palmas",1846
2370,Baños de Molgas ,Ourense,1846
2371,Guadahortuna,Granada,1846
2372,Gata,Cáceres,1846
2373,Baleira,Lugo,1845
2374,Mundaka,Biscay,1842
2375,Guijo de Galisteo,Cáceres,1839
2376,Las Regueras,Asturias,1839
2377,Cañamero,Cáceres,1838
2378,Arcos,Burgos,1838
2379,Ribera de Arriba,Asturias,1837
2380,Belorado,Burgos,1836
2381,El Vellón,Madrid,1834
2382,Pinseque,Zaragoza,1833
2383,Artziniega,Álava,1832
2384,Villaturiel,León,1832
