municipio_id,municipio,provincia,poblacion
4362,Tabuenca,Zaragoza,457
4363,Erla,Zaragoza,456
4364,Aldeanueva de Barbarroya,Toledo,456
4365,Alicún de Ortega,Granada,456
4366,Velilla de Cinca,Huesca,456
4367,Mota del Marqués,Valladolid,455
4368,Benimeli,Alicante,455
4369,Morés,Zaragoza,455
4370,Machacón,Salamanca,454
4371,Orihuela del Tremedal,Teruel,454
4372,La Tallada d'Empordà,Cataluña,454
4373,Navarredonda de Gredos,Ávila,454
4374,La Horcajada,Ávila,454
4375,Vilvestre,Salamanca,454
4376,Farlete,Zaragoza,454
4377,Nulles,Cataluña,453
4378,Cañamares,Cuenca,453
4379,Aldeaquemada,Jaén,453
4380,San Martín de Unx,Navarre,452
4381,Añorbe,Navarre,452
4382,Osor,Cataluña,452
4383,Benuza,León,452
4384,Cirauqui,Navarre,452
4385,El Cerro,Salamanca,452
4386,Urdiales del Páramo,León,452
4387,San Pedro del Romeral ,Cantabria,452
4388,Ergoiena,Navarre,451
4389,Mengabril,Badajoz,450
4390,Villardeciervos,Zamora,450
4391,Preixens,Cataluña,450
4392,Peñarroya de Tastavins,Teruel,450
4393,Santa Eulalia de Oscos,Asturias,449
4394,Vinebre,Cataluña,449
4395,Robleda-Cervantes,Zamora,448
4396,Canencia,Madrid,448
4397,Valdelosa,Salamanca,448
4398,La Puebla de Valverde,Teruel,448
4399,Altzo,Gipuzkoa,447
4400,Los Rábanos,Soria,447
4401,Cimanes de la Vega,León,447
4402,Alcubillas,Ciudad Real,445
4403,Kortezubi,Biscay,445
4404,Castell de Castells,Alicante,445
4405,Gómara,Soria,444
4406,Andavías,Zamora,444
4407,La Iglesuela del Tiétar,Toledo,444
4408,Cañizares,Cuenca,443
4409,Maià de Montcal,Cataluña,443
4410,Conca de Dalt,Cataluña,443
4411,Fontanals de Cerdanya,Cataluña,443
4412,Vilada,Cataluña,443
4413,Osa de la Vega,Cuenca,443
4414,Santa María de la Isla,León,443
4415,Murtas,Granada,442
4416,Anguciana,La Rioja,442
4417,Campo de Mirra,Alicante,442
4418,Sagra,Alicante,442
4419,Malón,Zaragoza,442
4420,Martín de Yeltes,Salamanca,441
4421,Urrea de Gaén,Teruel,440
4422,Bolulla,Alicante,440
4423,Atienza,Guadalajara,440
4424,Viladamat,Cataluña,440
4425,Larva,Jaén,440
4426,Peñaflor de Hornija,Valladolid,440
4427,Carrocera,León,440
4428,Navas de Riofrío,Segovia,439
4429,Hormilla,La Rioja,439
4430,Padules,Almería,439
4431,Horcajo de las Torres,Ávila,438
4432,Cebrones del Río,León,438
4433,Juncosa,Cataluña,438
4434,Pancorbo,Burgos,437
4435,Alcubierre,Huesca,437
4436,Almonacid del Marquesado,Cuenca,437
4437,Otos,Valencia,436
4438,Los Cerralbos,Toledo,436
4439,Vegaquemada,León,435
4440,Bronchales,Teruel,435
4441,Vencillón,Huesca,435
4442,Villanúa,Huesca,435
4443,La Almarcha,Cuenca,435
4444,Salobre,Albacete,435
4445,Rubite,Granada,434
4446,Fuentes Claras,Teruel,434
4447,Salvatierra de Santiago,Cáceres,434
4448,Gea de Albarracín,Teruel,434
4449,La Joyosa,Zaragoza,433
4450,Villota del Páramo,Palencia,433
4451,Nueno,Huesca,433
4452,Langayo,Valladolid,433
4453,Santa María de Huerta,Soria,432
4454,Hontoba,Guadalajara,432
4455,La Ercina,León,432
4456,Alió,Cataluña,432
4457,Ger,Cataluña,432
4458,Calles,Valencia,431
4459,Villalobón,Palencia,431
4460,Tricio,La Rioja,431
4461,Tírig,Castellón,430
4462,Torres del Carrizal,Zamora,430
4463,Mascaraque,Toledo,430
4464,Marchal,Granada,430
4465,Arratzu,Biscay,429
4466,Destriana,León,429
4467,Herguijuela,Cáceres,428
4468,Benatae,Jaén,428
4469,Hinojal,Cáceres,428
4470,Castellfollit del Boix,Cataluña,428
4471,San Juan de la Nava,Ávila,427
4472,Los Marines,Huelva,427
4473,Arlanzón,Burgos,427
4474,Cinctorres,Castellón,427
4475,Luesia,Zaragoza,427
4476,Miranda de Azán,Salamanca,427
4477,Valverde de Alcalá,Madrid,427
4478,San Román de Hornija,Valladolid,426
4479,Villagarcía de Campos,Valladolid,426
4480,Boca de Huérgano,León,426
4481,Villarrín de Campos,Zamora,425
4482,Argelaguer,Cataluña,425
4483,Canicosa de la Sierra,Burgos,425
4484,Mombuey,Zamora,425
4485,Talaveruela de la Vera,Cáceres,424
4486,Etxauri,Navarre,424
4487,Mendexa,Biscay,424
4488,Albuñán,Granada,424
4489,Sot de Chera,Valencia,423
4490,Paradinas de San Juan,Salamanca,423
4491,Sanaüja,Cataluña,423
4492,Zambrana,Álava,423
4493,Algerri,Cataluña,423
4494,Castejón del Puente,Huesca,423
4495,Vilanova de Meià,Cataluña,422
4496,Antigüedad,Palencia,422
4497,Higuera de Llerena,Badajoz,422
4498,Espinoso del Rey,Toledo,422
4499,Cardeñosa,Ávila,422
4500,Benimarfull,Alicante,422
4501,San Tirso de Abres,Asturias,421
4502,Vilallonga de Ter,Cataluña,421
4503,Casas de los Pinos,Cuenca,421
4504,Castromonte,Valladolid,420
4505,Quintana y Congosto,León,420
4506,Ribera d'Ondara,Cataluña,420
4507,Buendía,Cuenca,419
4508,Alfafara,Alicante,419
4509,Otero,Toledo,419
4510,L'Albagés,Cataluña,419
4511,Sanlúcar de Guadiana,Huelva,419
4512,Anue,Navarre,419
4513,Sotresgudo,Burgos,419
4514,Villamor de los Escuderos,Zamora,418
4515,Nueva Villa de las Torres,Valladolid,418
4516,Milagros,Burgos,418
4517,Vezdemarbán,Zamora,417
4518,Vespella de Gaià,Cataluña,417
4519,Espolla,Cataluña,417
4520,Villalengua,Zaragoza,417
4521,Angüés,Huesca,417
4522,Valderrey,León,417
4523,San Vicente de la Cabeza,Zamora,417
4524,Santa Cruz de Paniagua,Cáceres,417
4525,Arroba de los Montes,Ciudad Real,416
4526,Cosuenda,Zaragoza,416
4527,Merindad de Valdeporres,Burgos,416
4528,Árchez,Málaga,416
4529,Alt Àneu,Cataluña,416
4530,Puerto de Santa Cruz,Cáceres,415
4531,Cabrero,Cáceres,415
4532,Igriés,Huesca,415
4533,Morga,Biscay,415
4534,Cabrillas,Salamanca,415
4535,Peñausende,Zamora,415
4536,Canal de Berdún,Huesca,414
4537,El Ballestero,Albacete,414
4538,Villarejo de Fuentes,Cuenca,414
4539,Talarn,Cataluña,413
4540,Blancafort,Cataluña,413
4541,La Granjuela,Córdoba,412
4542,Aldeanueva de San Bartolomé,Toledo,412
4543,Ulldemolins,Cataluña,412
4544,Merindad de Sotoscueva,Burgos,412
4545,Aisa,Huesca,411
4546,Capçanes,Cataluña,411
4547,Barbadillo,Salamanca,410
4548,Parlavà,Cataluña,410
4549,Gátova,Valencia,410
4550,Tudelilla,La Rioja,410
4551,Domingo Pérez,Toledo,410
4552,Tordillos,Salamanca,409
4553,Cabreros del Río,León,409
4554,Galisancho,Salamanca,409
4555,Fuentes de Ropel,Zamora,409
4556,Manzaneque,Toledo,409
4557,Robledollano,Cáceres,409
4558,Valle de Sedano,Burgos,409
4559,Melgar de Tera,Zamora,409
4560,Bejís,Castellón,409
4561,Villalmanzo,Burgos,408
4562,Zarzuela del Pinar,Segovia,408
4563,Arabayona de Mógica,Salamanca,408
4564,L'Estany,Cataluña,407
4565,Perafita,Cataluña,407
4566,Mingorría,Ávila,407
4567,Castillonroy,Huesca,406
4568,Rábano de Aliste,Zamora,405
4569,Almaraz de Duero,Zamora,405
4570,Preixana,Cataluña,405
4571,Ferreras de Arriba,Zamora,405
4572,Viguera,La Rioja,405
4573,Palaciosrubios,Salamanca,405
4574,Freginals,Cataluña,405
4575,Posada de Valdeón,León,404
4576,Torrebaixa,Valencia,404
4577,Genalguacil,Málaga,404
4578,Arcenillas,Zamora,404
4579,Tierz,Huesca,403
4580,Sarroca de Lleida,Cataluña,403
4581,Tiedra,Valladolid,403
4582,Belinchón,Cuenca,403
4583,Merindad de Valdivielso,Burgos,403
4584,Palacios de Goda,Ávila,402
4585,Gotor,Zaragoza,402
4586,Los Tojos ,Cantabria,402
4587,Zotes del Páramo,León,401
4588,Kuartango,Álava,401
4589,Cáñar,Granada,401
4590,Portaje,Cáceres,401
4591,Imotz,Navarre,401
4592,Salem,Valencia,401
4593,Santibáñez de Tera,Zamora,400
4594,Navalmoral,Ávila,400
4595,Vilanant,Cataluña,399
4596,Jimera de Líbar,Málaga,399
4597,Buenavista de Valdavia,Palencia,399
4598,Almadenejos,Ciudad Real,399
4599,Cardiel de los Montes,Toledo,399
4600,Montán,Castellón,399
4601,Ziortza-Bolibar,Biscay,399
4602,Capella,Huesca,399
4603,Rioseco de Tapia,León,398
4604,Garrigàs,Cataluña,398
4605,Povedilla,Albacete,396
4606,Robledo,Albacete,396
4607,Garínoain,Navarre,396
4608,Paterna del Río,Almería,396
4609,Jafre,Cataluña,396
4610,Sant Martí Sesgueioles,Cataluña,395
4611,L'Espluga Calba,Cataluña,395
4612,Cubells,Cataluña,395
4613,Líjar,Almería,395
4614,Alfara de Carles,Cataluña,395
4615,Fuente el Olmo de Fuentidueña,Segovia,395
4616,Mohedas de la Jara,Toledo,395
4617,Castiliscar,Zaragoza,395
4618,La Iglesuela del Cid,Teruel,395
4619,Bobadilla del Campo,Valladolid,395
4620,Almodóvar del Pinar,Cuenca,394
4621,Casaseca de las Chanas,Zamora,394
4622,Carrascalejo,Cáceres,394
4623,Villarrodrigo,Jaén,394
4624,Pozuelo del Páramo,León,394
4625,El Rourell,Cataluña,394
4626,Miera ,Cantabria,393
4627,Loarre,Huesca,393
4628,Puerto de Béjar,Salamanca,393
4629,Becilla de Valderaduey,Valladolid,393
4630,Matamala de Almazán,Soria,393
4631,Hinojosa de San Vicente,Toledo,392
4632,Leaburu-Txarama,Gipuzkoa,392
4633,Pereña de la Ribera,Salamanca,392
4634,Amoroto,Biscay,392
4635,La Granja,Cáceres,392
4636,Arantzazu,Biscay,391
4637,Urdazubi Urdax,Navarre,391
4638,Mañeru,Navarre,391
4639,Brunyola,Cataluña,391
4640,Peraleda de San Román,Cáceres,391
4641,Truchas,León,391
4642,Las Quintanillas,Burgos,390
4643,Pozo-Lorente,Albacete,390
4644,Terque,Almería,390
4645,Baterno,Badajoz,389
4646,Pedrosillo de los Aires,Salamanca,389
4647,Donamaria,Navarre,389
4648,Villar de Cañas,Cuenca,389
4649,Sena de Luna,León,388
4650,Torre-serona,Cataluña,388
4651,Rollán,Salamanca,388
4652,Fayón,Zaragoza,388
4653,Pórtugos,Granada,388
4654,Fuente la Lancha,Córdoba,388
4655,Rosinos de la Requejada,Zamora,387
4656,Villarejo-Periesteban,Cuenca,387
4657,Cubillas de Rueda,León,387
4658,Caleruega,Burgos,387
4659,Piña de Esgueva,Valladolid,387
4660,Tórtoles de Esgueva,Burgos,386
4661,Esguevillas de Esgueva,Valladolid,386
4662,Gumiel de Mercado,Burgos,385
4663,Mendata,Biscay,385
4664,Villaseco de los Reyes,Salamanca,385
4665,Castañares de Rioja,La Rioja,384
4666,Vall de Cardós,Cataluña,384
4667,La Fregeneda,Salamanca,384
4668,Peñaparda,Salamanca,384
4669,Alcalá de la Selva,Teruel,383
4670,Dehesas de Guadix,Granada,383
4671,Aranzueque,Guadalajara,383
4672,Ancín,Navarre,382
4673,Cañaveral de León,Huelva,382
4674,Montesclaros,Toledo,382
4675,Viloria,Valladolid,382
4676,La Vecilla,León,381
4677,Aras de los Olmos,Valencia,381
4678,Sellent,Valencia,381
4679,Herce,La Rioja,381
4680,Bolaños de Campos,Valladolid,380
4681,Ordis,Cataluña,380
4682,San Roque de Riomiera ,Cantabria,380
4683,Santa María del Berrocal,Ávila,380
4684,Calzada de los Molinos,Palencia,379
4685,Santa Fe del Penedès,Cataluña,379
4686,Villanueva de las Cruces,Huelva,379
4687,Figueruela de Arriba,Zamora,378
4688,Cea,León,378
4689,Iturmendi,Navarre,378
4690,Santiago de la Puebla,Salamanca,378
4691,Sierro,Almería,378
4692,Soriguera,Cataluña,377
4693,Valdorros,Burgos,376
4694,Lagunilla del Jubera,La Rioja,376
4695,Dúdar,Granada,376
4696,Bustillo de la Vega,Palencia,376
4697,San Martín de Oscos,Asturias,376
4698,Villoslada de Cameros,La Rioja,376
4699,Wamba,Valladolid,375
4700,Buenaventura,Toledo,375
4701,Pedrosa de la Vega,Palencia,375
4702,Tahal,Almería,374
4703,Cabezamesada,Toledo,374
4704,Osera de Ebro,Zaragoza,374
4705,Bargota,Navarre,373
4706,Bolvir,Cataluña,373
4707,La Puebla de Castro,Huesca,373
4708,Manzanal de Arriba,Zamora,373
4709,Valverde de Burguillos,Badajoz,372
4710,Borobia,Soria,372
4711,Rueda de Jalón,Zaragoza,372
4712,Gorafe,Granada,372
4713,Martín del Río,Teruel,372
4714,Conquista,Córdoba,371
4715,Eulate,Navarre,371
4716,Huélago,Granada,371
4717,La Colilla,Ávila,371
4718,Alfarnatejo,Málaga,371
4719,Luciana,Ciudad Real,371
4720,Fresno de la Ribera,Zamora,371
4721,Ballesteros de Calatrava,Ciudad Real,371
4722,Plasencia de Jalón,Zaragoza,371
4723,Vega de Tera,Zamora,371
4724,La Palma d'Ebre,Cataluña,371
4725,Deza,Soria,370
4726,San Pedro de la Nave-Almendra,Zamora,370
4727,Chiprana,Zaragoza,370
4728,Alberuela de Tubo,Huesca,370
4729,Alkiza,Gipuzkoa,370
4730,Melgar de Yuso,Palencia,369
4731,Montferri,Cataluña,369
4732,Vistabella del Maestrazgo,Castellón,369
4733,El Payo,Salamanca,368
4734,Ciguñuela,Valladolid,368
4735,Los Pozuelos de Calatrava,Ciudad Real,368
4736,Muga de Sayago,Zamora,368
4737,Aldehuela de Jerte,Cáceres,367
4738,Torrijo de la Cañada,Zaragoza,367
4739,Llavorsí,Cataluña,367
4740,Villazanzo de Valderaduey,León,367
4741,Nuévalos,Zaragoza,367
4742,Navas de San Antonio,Segovia,366
4743,San Miguel de Valero,Salamanca,366
4744,Valdecarros,Salamanca,366
4745,Mata de Alcántara,Cáceres,366
4746,Salàs de Pallars,Cataluña,365
4747,Faramontanos de Tábara,Zamora,365
4748,Pajares de la Lampreana,Zamora,365
4749,Urroz,Navarre,365
4750,Zarra,Valencia,364
4751,Alcalá del Obispo,Huesca,364
4752,Ezcároz - Ezkaroze,Navarre,364
4753,Ziordia,Navarre,364
4754,Vadocondes,Burgos,363
4755,Santiago Millas,León,363
4756,Cervatos de la Cueza,Palencia,363
4757,Graja de Iniesta,Cuenca,362
4758,Salillas de Jalón,Zaragoza,362
4759,Gualta,Cataluña,362
4760,Celadas,Teruel,362
4761,Moreruela de los Infanzones,Zamora,362
4762,Aguilar de Campos,Valladolid,362
4763,Valsequillo,Córdoba,361
4764,Pobladura de Pelayo García,León,361
4765,Cepeda,Salamanca,361
4766,Poboleda,Cataluña,361
4767,Baix Pallars,Cataluña,361
4768,Almenar de Soria,Soria,360
4769,Martiherrero,Ávila,360
4770,Grañón,La Rioja,360
4771,Cerdá,Valencia,360
4772,Lucillo,León,360
4773,Valcabado,Zamora,359
4774,Used,Zaragoza,359
4775,Cumbres de San Bartolomé,Huelva,359
4776,El Soleràs,Cataluña,359
4777,Tarazona de Guareña,Salamanca,358
4778,Abejar,Soria,358
4779,Valdastillas,Cáceres,358
4780,Hoyos del Espino,Ávila,358
4781,Urrácal,Almería,357
4782,Espot,Cataluña,357
4783,Palacios de la Valduerna,León,356
4784,Mesones de Isuela,Zaragoza,356
4785,Montejo de la Sierra,Madrid,356
4786,Totanés,Toledo,356
4787,Cabeza del Caballo,Salamanca,356
4788,Mendaza,Navarre,356
4789,Alàs i Cerc,Cataluña,356
4790,Aberin,Navarre,355
4791,Torrecilla de la Abadesa,Valladolid,355
4792,Navahondilla,Ávila,355
4793,La Pobla de Massaluca,Cataluña,354
4794,Sukarrieta,Biscay,354
4795,Liédena,Navarre,354
4796,Paterna del Madera,Albacete,353
4797,Lentegí,Granada,353
4798,Atalaya,Badajoz,353
4799,Arén,Huesca,353
4800,La Aldea del Obispo,Cáceres,353
4801,Mahide,Zamora,353
4802,Encinillas,Segovia,352
4803,Villaornate y Castro,León,352
4804,Parrillas,Toledo,352
4805,Torrecilla de la Orden,Valladolid,352
4806,Villafranca de Duero,Valladolid,352
4807,Santa Ana,Cáceres,351
4808,Sant Aniol de Finestres,Cataluña,351
4809,Prioro,León,351
4810,Encinas de Esgueva,Valladolid,350
4811,Ivars de Noguera,Cataluña,350
4812,Orbaneja Riopico,Burgos,350
4813,Magaz de Cepeda,León,349
4814,Pedraza,Segovia,349
4815,Driebes,Guadalajara,349
4816,Ayoó de Vidriales,Zamora,349
4817,Bakaiku,Navarre,349
4818,Hinojares,Jaén,349
4819,Elantxobe,Biscay,349
4820,Salas Altas,Huesca,349
4821,Peramola,Cataluña,349
4822,El Cubo de Tierra del Vino,Zamora,347
4823,Santa Ana de Pusa,Toledo,347
4824,Santa Cruz de la Sierra,Cáceres,346
4825,Jorquera,Albacete,345
4826,Ambel,Zaragoza,345
4827,Figuerola del Camp,Cataluña,345
4828,Villamesías,Cáceres,345
4829,Torrejoncillo del Rey,Cuenca,344
4830,El Guijo,Córdoba,344
4831,Fresnedoso de Ibor,Cáceres,344
4832,Lupiñén-Ortilla,Huesca,343
4833,Guarrate,Zamora,343
4834,Alcollarín,Cáceres,343
4835,San Esteban de la Sierra,Salamanca,343
4836,Santa María de la Vega,Zamora,342
4837,Betelu,Navarre,342
4838,Roncal Erronkari,Navarre,341
4839,Santa Llogaia d'Àlguema,Cataluña,341
4840,Cidones,Soria,341
4841,Calzadilla de Tera,Zamora,341
4842,Murias de Paredes,León,340
4843,Juià,Cataluña,340
4844,Dos Aguas,Valencia,340
4845,Orellana de la Sierra,Badajoz,340
4846,Alcocer,Guadalajara,340
4847,Saucelle,Salamanca,339
4848,Cervera de la Cañada,Zaragoza,339
4849,Urrea de Jalón,Zaragoza,339
4850,Casasola de Arión,Valladolid,339
4851,Vegas de Matute,Segovia,339
4852,Ábalos,La Rioja,339
4853,Molló,Cataluña,339
4854,Igúzquiza,Navarre,339
4855,Tormos,Alicante,339
4856,Fuenterrebollo,Segovia,339
4857,Murueta,Biscay,338
4858,Collsuspina,Cataluña,338
4859,Villaverde y Pasaconsol,Cuenca,338
4860,Encinacorba,Zaragoza,337
4861,Quintanilla del Agua y Tordueles,Burgos,337
4862,Valjunquera,Teruel,337
4863,Pelahustán,Toledo,337
4864,Castrillo de Don Juan,Palencia,336
4865,Azuébar,Castellón,336
4866,Masueco,Salamanca,336
4867,Casas de Don Gómez,Cáceres,336
4868,Herreruela de Oropesa,Toledo,335
4869,Valdenuño Fernández,Guadalajara,335
4870,Navales,Salamanca,335
4871,Almendral de la Cañada,Toledo,334
4872,Fuentes de Jiloca,Zaragoza,334
4873,Bañares,La Rioja,334
4874,Castroverde de Campos,Zamora,334
4875,Pueyo de Santa Cruz,Huesca,334
4876,Garai,Biscay,334
4877,Cármenes,León,333
4878,Almatret,Cataluña,333
4879,Villaconejos de Trabaque,Cuenca,333
4880,Moyuela,Zaragoza,333
4881,Illano,Asturias,333
4882,Pueyo,Navarre,333
4883,Olmeda de las Fuentes,Madrid,332
4884,Solana del Pino,Ciudad Real,332
4885,Moreruela de Tábara,Zamora,332
4886,Montseny,Cataluña,332
4887,Trabadelo,León,332
4888,Peñarrubia ,Cantabria,332
4889,Castronuevo de Esgueva,Valladolid,332
4890,Andilla,Valencia,331
4891,Peñascosa,Albacete,331
4892,Garganta de los Montes,Madrid,331
4893,Alcolea del Pinar,Guadalajara,331
4894,Villanueva de Azoague,Zamora,331
4895,Puebla de Almenara,Cuenca,331
4896,La Hiniesta,Zamora,330
4897,Sacramenia,Segovia,330
4898,Millares,Valencia,330
4899,Oliete,Teruel,330
4900,Castejón de Valdejasa,Zaragoza,330
4901,Armuña de Almanzora,Almería,330
4902,Villel,Teruel,329
4903,El Campillo de la Jara,Toledo,329
4904,Mogarraz,Salamanca,329
4905,Ojos Negros,Teruel,328
4906,Valle de Valdelucio,Burgos,328
4907,Cubillos,Zamora,328
4908,Almegíjar,Granada,328
4909,La Antigua,León,327
4910,Jaraba,Zaragoza,326
4911,Santiago del Campo,Cáceres,326
4912,Abaltzisketa,Gipuzkoa,326
4913,Hinojales,Huelva,326
4914,Cabacés,Cataluña,326
4915,Estellencs,"Mallorca, Balearic Islands",326
4916,Aldea del Obispo,Salamanca,326
4917,Lubián,Zamora,326
4918,Casas de Lázaro,Albacete,326
4919,La Unión de Campos,Valladolid,326
4920,Herreruela,Cáceres,326
4921,Mieres,Cataluña,326
4922,Albiztur,Gipuzkoa,325
4923,Moriscos,Salamanca,325
4924,Mansilla Mayor,León,325
4925,Santa María de Ordás,León,325
4926,Santurde de Rioja,La Rioja,325
4927,Almonacid de la Cuba,Zaragoza,325
4928,Robledillo de la Vera,Cáceres,325
4929,Benegiles,Zamora,324
4930,Cantallops,Cataluña,324
4931,Ollauri,La Rioja,324
4932,Pozuelo de Aragón,Zaragoza,324
4933,Olivares de Duero,Valladolid,323
4934,Pozorrubio de Santiago,Cuenca,323
4935,Valdeprado del Río ,Cantabria,323
4936,Las Berlanas,Ávila,323
4937,Aliaga,Teruel,323
4938,Copons,Cataluña,323
4939,Fuentelencina,Guadalajara,323
4940,Berlanga del Bierzo,León,323
4941,Mariana,Cuenca,322
4942,Villamayor de Campos,Zamora,322
4943,Tagamanent,Cataluña,322
4944,Santa Croya de Tera,Zamora,322
4945,Navalosa,Ávila,322
4946,Ocón,La Rioja,322
4947,Fuentespreadas,Zamora,322
4948,Vianos,Albacete,322
4949,Villavicencio de los Caballeros,Valladolid,321
4950,Torres de Barbués,Huesca,321
4951,Bañobárez,Salamanca,321
4952,Mazuecos,Guadalajara,320
4953,Herrera de Alcántara,Cáceres,320
4954,Bureta,Zaragoza,320
4955,Santa María del Cubillo,Ávila,320
4956,Foixà,Cataluña,320
4957,Auritz   Burguete,Navarre,320
4958,Baños de Valdearados,Burgos,320
4959,Rodezno,La Rioja,320
4960,Plan,Huesca,319
4961,El Royo,Soria,319
4962,Hita,Guadalajara,318
4963,Tendilla,Guadalajara,318
4964,Bárboles,Zaragoza,318
4965,Torla,Huesca,318
4966,Brazuelo,León,318
4967,Olmos de Ojeda,Palencia,318
4968,Tavèrnoles,Cataluña,317
4969,La Codoñera,Teruel,317
4970,Odieta,Navarre,317
4971,Olivares de Júcar,Cuenca,317
4972,La Guingueta d'Àneu,Cataluña,317
4973,Loma de Ucieza,Palencia,316
4974,Remondo,Segovia,316
4975,Pampaneira,Granada,316
4976,Beas de Guadix,Granada,316
4977,Armenteros,Salamanca,315
4978,La Lapa,Badajoz,315
4979,Gargantilla del Lozoya y Pinilla de Buitrago,Madrid,315
4980,Alfés,Cataluña,315
4981,Villamoronta,Palencia,315
4982,Enguídanos,Cuenca,315
4983,Bubión,Granada,315
4984,Galilea,La Rioja,314
4985,La Herrera,Albacete,314
4986,Cotes,Valencia,314
4987,El Pego,Zamora,314
4988,Vilanova de Sau,Cataluña,314
4989,Elvillar Bilar,Álava,314
4990,Villarejo del Valle,Ávila,314
4991,Rubí de Bracamonte,Valladolid,314
4992,Fuentearmegil,Soria,313
4993,Busquístar,Granada,313
4994,Quintana del Marco,León,313
4995,Penáguila,Alicante,313
4996,Cortelazor,Huelva,313
4997,Monroyo,Teruel,312
4998,Alquézar,Huesca,312
4999,Morata de Jiloca,Zaragoza,312
5000,Hernialde,Gipuzkoa,312
5001,Torrubia del Campo,Cuenca,311
5002,San Pedro de Gaíllos,Segovia,311
5003,Lugros,Granada,311
5004,Trigueros del Valle,Valladolid,311
5005,Villaverde de Guadalimar,Albacete,311
5006,Chercos,Almería,310
5007,Corduente,Guadalajara,310
5008,Pobladura del Valle,Zamora,310
5009,San Mamés de Burgos,Burgos,310
5010,Tébar,Cuenca,310
5011,Hoyocasero,Ávila,310
5012,Chóvar,Castellón,310
5013,Huerta,Salamanca,309
5014,Muñopedro,Segovia,309
5015,Valero,Salamanca,309
5016,Viveros,Albacete,308
5017,Gordoncillo,León,308
5018,Cabezarados,Ciudad Real,308
5019,Montanuy,Huesca,308
5020,Sunyer,Cataluña,307
5021,Bellaguarda,Cataluña,307
5022,Lastras de Cuéllar,Segovia,307
5023,Marchagaz,Cáceres,307
5024,Castilruiz,Soria,307
5025,Belver de los Montes,Zamora,307
5026,Vilamacolum,Cataluña,307
5027,Valdepiélago,León,307
5028,Bellmunt del Priorat,Cataluña,307
5029,Martín Muñoz de la Dehesa,Segovia,307
5030,Codorniz,Segovia,307
5031,Mandayona,Guadalajara,306
5032,Valle de Villaverde ,Cantabria,306
5033,Valdefuentes del Páramo,León,306
5034,Melgar de Arriba,Valladolid,306
5035,Santa Cruz del Valle,Ávila,306
5036,Viandar de la Vera,Cáceres,306
5037,Los Balbases,Burgos,306
5038,Bellús,Valencia,306
5039,San Pedro de Rozados,Salamanca,305
5040,El Madroño,Seville,305
5041,Beire,Navarre,305
5042,Palau-sator,Cataluña,305
5043,Samaniego,Álava,305
5044,Cortes de Arenoso,Castellón,304
5045,Torrellas,Zaragoza,304
5046,Chimillas,Huesca,304
5047,Aldehuela de la Bóveda,Salamanca,303
5048,Peñacerrada-Urizaharra,Álava,303
5049,Ferreira,Granada,303
5050,San Miguel de la Ribera,Zamora,303
5051,Orís,Cataluña,303
5052,Villasrubias,Salamanca,303
5053,Gallegos de Argañán,Salamanca,303
5054,Gavet de la Conca,Cataluña,303
5055,Borrenes,León,302
5056,Algadefe,León,302
5057,Corral-Rubio,Albacete,302
5058,Naval,Huesca,302
5059,Lamasón ,Cantabria,302
5060,Pinós,Cataluña,302
5061,San Millán de la Cogolla,La Rioja,302
5062,Isòvol,Cataluña,301
5063,Navarrevisca,Ávila,301
5064,Valdeltormo,Teruel,301
5065,Villafranca del Campo,Teruel,301
5066,Mezalocha,Zaragoza,301
5067,Sotragero,Burgos,301
5068,Bayárcal,Almería,300
5069,Planoles,Cataluña,300
5070,Muñogalindo,Ávila,300
5071,Rupit i Pruit,Cataluña,300
5072,Boada,Salamanca,300
5073,Palenzuela,Palencia,300
5074,Alpens,Cataluña,300
5075,Ollo,Navarre,300
5076,Rágol,Almería,299
5077,Hontalbilla,Segovia,299
5078,La Horra,Burgos,299
5079,Portezuelo,Cáceres,299
5080,Peguerinos,Ávila,299
5081,Lónguida - Longida,Navarre,299
5082,Montemayor del Río,Salamanca,299
5083,Baños de Ebro Mañueta,Álava,298
5084,Ladrillar,Cáceres,298
5085,Salvacañete,Cuenca,298
5086,Maleján,Zaragoza,298
5087,Les Valls d'Aguilar,Cataluña,298
5088,El Maíllo,Salamanca,298
5089,Tordómar,Burgos,298
5090,Pesaguero ,Cantabria,298
5091,Regumiel de la Sierra,Burgos,298
5092,Las Peñas de Riglos,Huesca,297
5093,Fuensanta,Albacete,297
5094,Confrides,Alicante,297
5095,Marganell,Cataluña,297
5096,Rionegro del Puente,Zamora,297
5097,Cerecinos de Campos,Zamora,297
5098,Abadía,Cáceres,297
5099,Castielfabib,Valencia,297
5100,Lupiana,Guadalajara,296
5101,San Martín de la Virgen de Moncayo,Zaragoza,296
5102,El Bodón,Salamanca,296
5103,Serradilla del Arroyo,Salamanca,296
5104,Puiggròs,Cataluña,296
5105,Ortigosa de Cameros,La Rioja,295
5106,Cabañas de Yepes,Toledo,295
5107,Monreal,Navarre,295
5108,Villar de Ciervo,Salamanca,295
5109,Herguijuela de la Sierra,Salamanca,295
5110,Aguilón,Zaragoza,295
5111,Añón de Moncayo,Zaragoza,295
5112,Guimerà,Cataluña,295
5113,Alcalá de Ebro,Zaragoza,294
5114,Casbas de Huesca,Huesca,294
5115,Basconcillos del Tozo,Burgos,294
5116,Fanzara,Castellón,294
5117,Torregamones,Zamora,294
